id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
260000,Eclipse should run on an Atari 2600,RESOLVED FIXED,None,Modeling,Releng,2009-Galileo,P3 normal,2009-Galileo,Nick Boldt,,,,,,,2009-01-05 16:50 EST by Nick Boldt,2009-01-21 12:24 EST,2 users
260001,Cursor does not update on OS X to indicate hover over a draggable divider.,RESOLVED DUPLICATE of bug 245667,None,Platform,IDE,3.4.1,P3 major,---,Platform-UI-Inbox,,,,,,,2009-01-05 16:54 EST by cliff,2009-10-01 09:36 EDT,1 user
260002,Lots of JPA test cases failed on Sybase 15.0,RESOLVED DUPLICATE of bug 260926,None,EclipseLink,JPA,unspecified,P3 normal,1.1.3,Project Inbox,,,,,,,2009-01-05 16:56 EST by Kevin Yuan,2009-11-27 13:57 EST,2 users
260003,[Viewers][3.5] TreeViewer Widget Dispose Error,NEW,None,Platform,UI,3.4,P3 normal,---,Platform UI Triaged,,,,,,,2009-01-05 17:05 EST by Thomas Schindl,2019-09-06 16:17 EDT,1 user
260004,$ or # at end of attribute value containing EL consumes document,VERIFIED FIXED,None,WTP Source Editing,jst.jsp,3.1,P3 major,3.0.4,Nick Sandonato,Nitin Dahyabhai,,,,,,2009-01-05 17:42 EST by Nitin Dahyabhai,2009-02-18 14:15 EST,0 users
260005,Cannot access the project metadata for stp.bpmn modeler,CLOSED FIXED,None,Community,Project Management & Portal,unspecified,P3 normal,---,Portal Bugzilla Dummy Inbox,,,,,,,2009-01-05 17:43 EST by Antoine Toulm¨¦,2009-01-16 12:26 EST,3 users
260006,[EclipseLink] add do-no-harm support for variable--one-to-one mapping,VERIFIED FIXED,None,Dali JPA Tools,General,2.1,P3 normal,2.2 M5,Karen Butzke,,,,,,,2009-01-05 18:04 EST by Karen Butzke,2009-05-01 16:59 EDT,0 users
260007,AWS doesn't warn about unreachable proxy,NEW,None,z_Archived,Geclipse,unspecified,P3 normal,---,Moritz Post,,,,,,,2009-01-05 18:28 EST by Ariel Garcia,2014-01-09 16:01 EST,2 users
260008,Support for JPA platform install/uninstall handlers,NEW,None,Dali JPA Tools,JPA,2.1,P3 normal,Future,Neil Hauge,,,,,,,2009-01-05 18:31 EST by Paul Fullbright,2011-07-01 16:24 EDT,3 users
260009,[build] Changes to MANIFEST.MF does not cause an appropriate build of the project,RESOLVED FIXED,None,AJDT,Core,1.6.2,P3 major,1.6.4,AJDT-inbox,,,,,,260101,2009-01-05 18:52 EST by Andrew Eisenberg,2009-03-13 12:38 EDT,0 users
