id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
490000,[Activity Diagram] Unable to align pins between different shapes,RESOLVED FIXED,None,Papyrus,Diagram,2.0.0,P3 normal,3.0.0,Project Inbox,,,,,,,2016-03-19 09:10 EDT by Johan Van Noten,2017-05-10 04:21 EDT,2 users
490001,Generics difference with javac & IDEA: Type mismatch: cannot convert from HashSet to Set<Team> (see in SpongePowered/SpongeCommon code base),VERIFIED INVALID,None,JDT,Core,4.6,P3 major,4.6 M7,Stephan Herrmann,,,,,,,2016-03-19 09:11 EDT by Michael Vorburger,2016-04-27 08:23 EDT,2 users
490002,[ActivityDiagram] Edge has preference for Pin corners instead of middle,UNCONFIRMED,None,Papyrus,Diagram,2.0.0,P3 normal,---,Project Inbox,,,,,,,2016-03-19 09:14 EDT by Johan Van Noten,2017-08-02 11:39 EDT,3 users
490003,[Activity Diagram] Wrong pin label positioning on zoomed diagram,CLOSED FIXED,None,Papyrus,Diagram,2.0.0,P3 normal,3.0.0,G¨¦ry Deloge,Jeremie Tatibouet,,,,,,2016-03-19 09:32 EDT by Johan Van Noten,2017-06-19 06:54 EDT,4 users
490004,[null][impl] unassigned variable annotationZip in ClassFile.getJarBinaryTypeInfo(),VERIFIED FIXED,None,JDT,Core,4.6,P3 normal,4.7 M5,Stephan Herrmann,,,,,490010,,2016-03-19 09:36 EDT by Stephan Herrmann,2017-01-24 04:09 EST,3 users
490005,[ActivityDiagram] AcceptEventAction does not have gradient,UNCONFIRMED,None,Papyrus,Diagram,2.0.0,P3 minor,---,Project Inbox,,,,,,,2016-03-19 10:17 EDT by Johan Van Noten,2017-08-02 11:37 EDT,3 users
490006,tiralali,RESOLVED INVALID,None,Platform,Website,4.6,P3 normal,---,Platform-Doc-Inbox,,,,,,,2016-03-19 11:52 EDT by Wak Abd,2016-03-21 07:18 EDT,1 user
490007,"Remove ""send e-mail"" checkbox",VERIFIED FIXED,None,Egerrit,Editor UI,unspecified,P3 normal,0.3,Jacques Bouthillier,,,,,,,2016-03-19 14:49 EDT by Marc Khouzam,2016-05-19 15:16 EDT,1 user
490008,Avoid storing complete jar Manifest object when package attributes are declared,RESOLVED FIXED,None,Equinox,Framework,4.5.0 Mars,P3 enhancement,Neon M7,Alex Blewitt,,,,,,,2016-03-19 15:03 EDT by Alex Blewitt,2016-03-22 11:37 EDT,1 user
490009,"[Compare] When comparing with a patchset, unchanged files are not shown, even if they were changed in the other pathset",VERIFIED FIXED,None,Egerrit,Editor UI,unspecified,P3 major,1.0,Pascal Rapicault,,,,,,,2016-03-19 15:12 EDT by Marc Khouzam,2016-05-16 15:37 EDT,3 users
490010,Move the code for external annotation processing out of ClassFileReader,RESOLVED FIXED,None,JDT,Core,4.6,P3 normal,4.7,Stefan Xenos,Stephan Herrmann,,,,,481796 490004 500024,2016-03-19 15:57 EDT by Stefan Xenos,2016-10-04 13:44 EDT,3 users
490011,Enable secure xml processing by default,RESOLVED FIXED,None,EclipseLink,Foundation,2.6.3,P3 enhancement,2.6.3,Lukas Jungmann,,,,,,,2016-03-19 18:08 EDT by Lukas Jungmann,2016-03-23 08:16 EDT,1 user
490012,"Remove the ""strictly compatible JRE"" per-project override from all projects in the Eclipse SDK",RESOLVED FIXED,None,Platform,PMC,4.6,P3 normal,4.6 M7,Stefan Xenos,,,,,,,2016-03-19 18:29 EDT by Stefan Xenos,2016-09-27 08:47 EDT,9 users
490013,Remove ProcessPrompter as it does not need to be an IStatusHandler,NEW,None,CDT,cdt-debug-dsf-gdb,8.8.0,P3 normal,---,Project Inbox,Marc Khouzam,,,,,,2016-03-19 19:37 EDT by Marc Khouzam,2016-03-19 19:37 EDT,2 users
490014,cli sign fails with ant error,CLOSED DUPLICATE of bug 489890,None,Community,Servers,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2016-03-19 20:09 EDT by Stephan Herrmann,2016-04-11 11:09 EDT,3 users
490020,One way flight is not working properly,CLOSED FIXED,None,EMF Services,Transaction,unspecified,P3 critical,---,EMF Services Transaction inbox,,,,,,,2016-03-20 03:48 EDT by Deepa Viral,2017-02-24 15:20 EST,0 users
490021,Test Bug,CLOSED INVALID,None,EMF,Tools,4.5,P3 normal,---,Ed Merks,,,,,,,2016-03-20 03:51 EDT by Deepa Viral,2016-03-20 21:47 EDT,0 users
490022,Killed eclipse.jdt.ui-Gerrit after 37 hours,RESOLVED FIXED,None,JDT,UI,4.6,P3 normal,---,JDT-UI-Inbox,,,,,,,2016-03-20 04:26 EDT by David Williams,2016-03-21 05:11 EDT,1 user
490023,CDOCheckoutViewerSorter is slow,RESOLVED FIXED,None,EMF,cdo.ui,4.5,P3 enhancement,---,Eike Stepper,,,,,,,2016-03-20 04:39 EDT by Eike Stepper,2016-03-20 04:40 EDT,0 users
490024,ClassCastException when contributing a MHandledMenuItem without label in a fragment,CLOSED DUPLICATE of bug 479136,None,Platform,UI,4.5.2,P3 normal,---,Platform-UI-Inbox,,,,,,,2016-03-20 06:20 EDT by Peter Kullmann,2016-03-21 02:59 EDT,1 user
490025,Different syntax in positionInList depending on context,NEW,None,Platform,UI,4.5.2,P3 normal,---,Platform-UI-Inbox,,,,,,,2016-03-20 06:34 EDT by Peter Kullmann,2016-03-20 06:34 EDT,0 users
490026,Can¡¯t launch Eclipse on Ubuntu Mate 16.04,RESOLVED WORKSFORME,None,Platform,SWT,4.5.2,P3 blocker with 1 vote,---,Sravan Kumar Lakkimsetti,,,,needinfo,,492371,2016-03-20 07:18 EDT by med medin,2017-12-10 21:51 EST,7 users
490027,org.codehaus.mojo:properties-maven-plugin's goal read-project-properties cannot load properties,RESOLVED FIXED,None,Platform,Releng,4.6,P3 major,4.6 M7,David Williams,,,,,,483644 490028,2016-03-20 08:00 EDT by Mykola Nikishov,2016-03-20 18:40 EDT,2 users
490028,Extract MD5 checksum calculation into a separate class,VERIFIED FIXED,None,Equinox,p2,unspecified,P3 enhancement,Neon M7,P2 Inbox,,,,,488579 490027,423715 507193,2016-03-20 08:15 EDT by Mykola Nikishov,2019-03-09 06:34 EST,3 users
490029,Double click in dependencies opens in Package Explorer,NEW,None,PDE,UI,4.6,P3 normal,---,PDE-UI-Inbox,,,stalebug,investigate,,,2016-03-20 09:11 EDT by Dirk Fauth,2019-10-12 03:38 EDT,1 user
490030,Generator: the backend code templates need to handle function parameters in their patterns.,CLOSED FIXED,None,Lyo,Core,2.1.0,P3 enhancement,2.1.2,Jad El-khoury,,,,,,,2016-03-20 09:16 EDT by Jad El-khoury,2017-11-06 12:38 EST,1 user
490031,"Dead link on ""Installation from Oracle""",NEW,None,Hudson,Core,unspecified,P3 normal,---,Winston Prakash,Geoff Waymark,,,,,,2016-03-20 10:17 EDT by Andreas Sewe,2016-05-05 10:54 EDT,4 users
490032,[addPackProperties] verbose logging is enabled,NEW,None,Community,Servers,unspecified,P3 normal,---,Eclipse Webmaster,,,stalebug,,,,2016-03-20 11:11 EDT by Ed Willink,2018-04-05 14:23 EDT,2 users
490033,Export to samba drive is not possible because of access problems,NEW,None,Platform,IDE,4.4.2,P3 normal,---,Platform-UI-Inbox,,,,needinfo,,,2016-03-20 12:13 EDT by LeoLux Mising name,2016-03-21 14:45 EDT,1 user
490034,JUnit View Failure trace shall have a dialog to show the full information,CLOSED DUPLICATE of bug 72847,None,JDT,UI,4.6,P3 normal,---,JDT-UI-Inbox,,,,,,,2016-03-20 13:07 EDT by Frank Benoit,2016-03-21 02:29 EDT,1 user
490035,Improve feature and product IDE support by integrating PEP Tools,NEW,None,PDE,UI,4.6,P3 enhancement with 1 vote,---,PDE-UI-Inbox,,http://www.secondfiddle.org.uk/pep-to...,,,,,2016-03-20 13:19 EDT by Ed Scadding,2019-01-10 10:22 EST,5 users
490036,P2 Import/Export wizard uses a gif without a transparent background,NEW,None,Equinox,p2,4.5.0 Mars,P3 minor,---,P2 Inbox,,,stalebug,,,,2016-03-20 14:00 EDT by Alex Blewitt,2019-10-20 04:11 EDT,0 users
490037,"Rename features as ""EMF Parsley ..."" instead of ""Emf Parsley ...""",RESOLVED FIXED,None,EMF.Parsley,Core,unspecified,P3 normal,0.7.0,Lorenzo Bettini,,,,,,,2016-03-20 14:17 EDT by Vincenzo Caselli,2016-03-21 17:30 EDT,0 users
490038,New File wizard should be able to create non existing folders,RESOLVED WONTFIX,None,Platform,IDE,4.6,P3 enhancement with 1 vote,---,Snjezana Peco,,,,usability,,,2016-03-20 14:43 EDT by Fred Bricon,2019-09-17 09:02 EDT,7 users
490039,Diagram export fails,UNCONFIRMED,None,Papyrus,Diagram,1.1.3,P3 normal,---,Project Inbox,,,,,,,2016-03-20 18:04 EDT by Ulf Olsson,2016-03-20 18:06 EDT,1 user
490040,[re-work if/when fixed in Hudson] Hudson's included/excluded regions does not work as expected.,ASSIGNED,None,Platform,Releng,4.6,P3 major,---,Platform-Releng-Inbox,,,,,490041,,2016-03-20 18:40 EDT by David Williams,2016-08-11 15:23 EDT,2 users
490041,Hudson's included/excluded regions does not work as expected.,NEW,None,Hudson,Core,3.3.2,P3 major,---,Winston Prakash,Geoff Waymark,,,,,490040,2016-03-20 18:47 EDT by David Williams,2016-03-20 19:59 EDT,4 users
490042,committer listed twice in https://projects.eclipse.org/projects/technology.egit/who,RESOLVED FIXED,None,Community,Project Management & Portal,unspecified,P3 normal,---,Eclipse Webmaster,,,,,,,2016-03-20 18:52 EDT by Matthias Sohn,2016-03-22 14:10 EDT,1 user
490043,shell page won't load in Chrome v49 - Uncaught TypeError: Proxy.create is not a function,RESOLVED FIXED,None,Orion,Client,unspecified,P3 normal,12.0,Mark Macdonald,,,,,,,2016-03-20 21:27 EDT by Rafael Chaves,2016-03-21 15:35 EDT,2 users
490044,[Welcome] Adopt Solstice theme for Java package,RESOLVED FIXED,None,EPP,java-package,4.6.0,P3 enhancement,later,Andreas Sewe,Brian de Alwis,,,,,493639,2016-03-20 21:56 EDT by Brian de Alwis,2016-05-19 09:54 EDT,2 users
490045,[Welcome] Adopt Solstice theme for Committers package,RESOLVED FIXED,None,EPP,committers-package,4.6.0,P3 enhancement,later,Brian de Alwis,Brian de Alwis,,,,,493639,2016-03-20 22:20 EDT by Brian de Alwis,2016-05-19 10:39 EDT,1 user
490046,[Welcome] Adopt Solstice theme for CPP package,RESOLVED FIXED,None,EPP,cpp-package,4.6.0,P3 enhancement,later,Project Inbox,,,,,,493639,2016-03-20 23:23 EDT by Brian de Alwis,2016-05-15 22:27 EDT,2 users
490049,Window7test slave is offline,VERIFIED FIXED,None,Community,CI-Jenkins,unspecified,P3 blocker,---,CI Admin Inbox,,,,,,,2016-03-21 01:59 EDT by David Williams,2016-03-21 23:05 EDT,2 users
490051,[server] No triaging,CLOSED FIXED,None,EPP,Automated Error Reporting Client,unspecified,P3 normal,later,EPP Error Reports,,,needarticle,,491653,,2016-03-21 03:15 EDT by Ed Willink,2016-05-24 07:05 EDT,1 user
490052,ResourceException below NewProjectCreationOperation.createJavaFolder,CLOSED DUPLICATE of bug 474470,None,QVTo,UI,unspecified,P3 normal,---,Project Inbox,,,,,,,2016-03-21 03:36 EDT by EPP Error Reports,2016-05-16 07:37 EDT,1 user
490053,The one way function is working like the round trip,CLOSED INVALID,None,EMF Services,Transaction,unspecified,P3 critical,---,EMF Services Transaction inbox,,,,,,,2016-03-21 03:43 EDT by Risha Goyal,2017-02-24 15:21 EST,1 user
490054,[Activity Diagram] Exception when trying to delete ActivityParameterNode,RESOLVED FIXED,None,Papyrus,Diagram,2.0.0,P3 major,M6,Camille Letavernier,,,,,,,2016-03-21 04:06 EDT by Johan Van Noten,2016-03-22 12:14 EDT,5 users
490055,[ActivityDiagram] Move of elements strangely distorts connector,UNCONFIRMED,None,Papyrus,Diagram,2.0.0,P3 normal,---,Project Inbox,,,,,,,2016-03-21 04:21 EDT by Johan Van Noten,2017-08-02 11:40 EDT,3 users
490056,"10 Unnecessary @SuppressWarnings(""unused"") warnings in official build",VERIFIED FIXED,None,PDE,API Tools,4.6,P3 normal,4.6 M7,Dani Megert,,,,,,,2016-03-21 04:29 EDT by Dani Megert,2016-04-26 13:14 EDT,2 users
490057,JPA: JPA one-to-many relationship creates entity twice,NEW,None,EclipseLink,JPA,2.6.2,P3 normal,Future,Project Inbox,,,,,,,2016-03-21 04:30 EDT by Filou F.,2016-03-22 09:51 EDT,0 users
490058,Polish DS Annotations,NEW,None,PDE,UI,4.6,P3 enhancement,---,Peter Nehrer,,,,,490063 496157 513216 513956 488800 490060 490061 490062 492645 492726 501061 513462 513867,376950,2016-03-21 04:43 EDT by Dirk Fauth,2017-03-28 08:37 EDT,3 users
490059,[upload] File upload does not work when switching Cookies off,CLOSED WORKSFORME,None,RAP,Incubator,2.3,P3 normal,---,Project Inbox,,,,,,,2016-03-21 04:45 EDT by Alexander Winter,2016-03-21 08:46 EDT,0 users
490060,[DS] Annotation processing should be enabled automatically,RESOLVED WONTFIX,None,PDE,UI,4.6,P3 enhancement,---,PDE-UI-Inbox,,,,helpwanted,,490058,2016-03-21 04:49 EDT by Dirk Fauth,2018-11-29 04:47 EST,2 users
490061,[DS] Auto-completion not working without Import-Package,CLOSED DUPLICATE of bug 488800,None,PDE,UI,4.6,P3 normal,---,PDE-UI-Inbox,,,,helpwanted,,490058,2016-03-21 04:53 EDT by Dirk Fauth,2016-09-28 07:38 EDT,1 user
490062,[DS] Allow to generate the lazy activation policy if OSGi DS annotations are used,VERIFIED FIXED,None,PDE,UI,4.6,P3 normal,4.6 M7,Dirk Fauth,,,,noteworthy,,490058,2016-03-21 04:55 EDT by Dirk Fauth,2016-05-14 10:10 EDT,7 users
490063,[DS] Generate Provide-Capability header for declarative services,REOPENED,None,PDE,UI,4.6,P3 enhancement,---,PDE-UI-Inbox,,,,helpwanted,,490058,2016-03-21 04:58 EDT by Dirk Fauth,2017-03-28 08:27 EDT,2 users
490064,IOException below ShowInSystemExplorerCommandHandler.getLaunchProcess,NEW,None,Linux Tools,Docker,4.2.1,P3 normal,5.1.0,Xavier Coulon,,,stalebug,,,,2016-03-21 05:25 EDT by EPP Error Reports,2018-08-24 11:48 EDT,3 users
490065,IOException below DockerMachine.execute,RESOLVED FIXED,None,Linux Tools,Docker,4.1.0,P3 normal,---,Jeff Johnston,,,RHT,,,,2016-03-21 05:25 EDT by EPP Error Reports,2016-05-25 09:42 EDT,3 users
490066,Main Thym page misses instructions/links to download/install,NEW,None,Thym,Website/Doc,unspecified,P3 normal,2.1.0,Project Inbox,,,,,,,2016-03-21 05:34 EDT by Mickael Istria,2016-06-27 10:03 EDT,1 user
490067,[Table - Properties] Exception when deleting an element while a Table is displayed in the properties view,RESOLVED FIXED,None,Papyrus,Table,2.0.0,P3 normal,3.0.0,Nicolas FAUVERGUE,,,,,,,2016-03-21 05:39 EDT by Camille Letavernier,2017-05-10 04:21 EDT,2 users
490068,JSONB CDI in adapters,RESOLVED FIXED,None,Yasson,General,unspecified,P3 normal,---,Project Inbox,,,,,,,2016-03-21 05:39 EDT by Roman Grigoriadi,2018-06-29 05:53 EDT,0 users
