id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
480000,[Deployment] Deployment diagram tests hang the build,RESOLVED FIXED,None,Papyrus,Diagram,1.2.0,P1 blocker,M2,Project Inbox,,,,,,,2015-10-16 15:45 EDT by Christian Damus,2015-10-16 16:26 EDT,0 users
480001,HandlerRegistration cancels timerID 0 in doUnregister (even though it has not started a timer),RESOLVED FIXED,None,Vertx,Core,3.0.0,P3 normal,Unknown,Project Inbox,,,,,,,2015-10-16 15:51 EDT by Alexander Lehmann,2015-11-08 15:14 EST,1 user
480002,remove jetty-version from parent pom,RESOLVED FIXED,None,Platform,Releng,4.5,P3 normal,4.7 M5,Alexander Kurtakov,,,,,453379,,2015-10-16 15:57 EDT by David Williams,2017-01-12 14:32 EST,1 user
480003,import gradle fails with internal error,CLOSED FIXED,None,Buildship,General,1.0.5,P3 major,---,Project Inbox,,,,,,,2015-10-16 16:10 EDT by Christopher Barber,2016-03-02 13:22 EST,3 users
480004,[Resources] add method to read an InputStream into a String,CLOSED FIXED,None,Ease,Modules,0.2.0,P3 enhancement,0.3.0,Project Inbox,,,,,,,2015-10-16 16:42 EDT by Christian Pontesegger,2015-10-16 17:18 EDT,0 users
480005,Clock Service and Client does not build with Java 1.5,CLOSED FIXED,None,z_Archived,Concierge,unspecified,P3 normal,---,Jan S. Rellermeyer,,,,,,,2015-10-16 16:50 EDT by Matheus Pomaleski,2016-10-31 14:16 EDT,0 users
480006,[Script Shell] code completion proposals are not sorted,CLOSED FIXED,None,Ease,UI,0.2.0,P3 minor,0.3.0,Project Inbox,,,,,,,2015-10-16 17:10 EDT by Christian Pontesegger,2015-10-16 17:18 EDT,0 users
480007,Unable to use set_user_name and set_password methods in connect_options class,UNCONFIRMED,None,Paho,MQTT-C++,v0.5,P3 normal,1.2,Frank Pagliughi,Ian Craggs,,,,,,2015-10-16 17:41 EDT by Sriram Balakrishnan,2015-10-16 17:41 EDT,1 user
480008,[UCOSP] Add a setting to the Gerrit repository settings to select the default workflow for that repository,ASSIGNED,None,Mylyn Reviews,Framework,unspecified,P3 enhancement,---,Vaughan Hilts,,,,,,481076,2015-10-16 18:57 EDT by Sam Davis,2015-10-31 01:54 EDT,0 users
480009,Add a builder to create basic source editors,RESOLVED FIXED,None,Efxclipse,Runtime,2.1.0,P3 normal,2.2.0,Project Inbox,,,,,,,2015-10-16 19:04 EDT by Thomas Schindl,2015-10-16 19:34 EDT,0 users
480010,Code formatter does not handle spaces properly in method declarations with nested parenthesis,CLOSED DUPLICATE of bug 475746,None,JDT,Core,4.5.1,P3 minor,---,JDT-Core-Inbox,,,,,,,2015-10-16 20:09 EDT by Cody Carroll,2015-10-17 09:45 EDT,1 user
480011,Code formatter does not handle spaces properly in method declarations with nested parenthesis,CLOSED DUPLICATE of bug 480010,None,JDT,Core,4.5.1,P3 minor,---,JDT-Core-Inbox,,,,,,,2015-10-16 20:10 EDT by Cody Carroll,2015-10-17 08:36 EDT,1 user
480013,[pmi] Sort same day releases by version,RESOLVED FIXED,None,Community,Project Management & Portal,unspecified,P3 enhancement,---,Eclipse Webmaster,,,,,,,2015-10-17 00:46 EDT by Konstantin Komissarchik,2015-10-22 23:06 EDT,1 user
480014,Stackoverflow when starting up,UNCONFIRMED,None,z_Archived,VJET,unspecified,P3 normal,---,Justin Early,,,,,,,2015-10-17 02:02 EDT by Max Ott,2017-04-11 15:12 EDT,0 users
480015,[Feedback] Autogenerated DSV file for a table strats with a capital letter and then you cannot activate,RESOLVED FIXED,None,Dirigible,ide-db,2.5,P3 critical,---,Project Inbox,,,,,,,2015-10-17 04:31 EDT by Stoyan Vellev,2016-05-30 13:20 EDT,1 user
480016,Error during installation,NEW,None,Platform,Debug,4.5.1,P3 normal,---,Platform-Debug-Inbox,,,,,,,2015-10-17 06:28 EDT by Jonathan Camilleri,2015-10-19 02:16 EDT,1 user
480017,Installation of eGit interrupted,RESOLVED WORKSFORME,None,Equinox,p2,unspecified,P3 normal,---,P2 Inbox,,,stalebug,,,,2015-10-17 06:30 EDT by Jonathan Camilleri,2019-09-04 01:57 EDT,2 users
480018,[pivot] PropertyCallExp.type uses behavioral type,RESOLVED FIXED,None,OCL,Core,unspecified,P3 normal,M3,OCL Inbox,,,,,,,2015-10-17 06:36 EDT by Ed Willink,2015-10-22 06:56 EDT,0 users
480019,IllegalArgumentException below TraceRegion.<init> (34),CLOSED WORKSFORME,None,TMF,Xtext Errors,2.9.0,P3 normal,---,Project Inbox,,,v2.9,,,,2015-10-17 07:31 EDT by EPP Error Reports,2017-10-31 11:24 EDT,1 user
480020,For Mars stream(4.5.2) - Launch validation doesn't find plugin needed in two versions,VERIFIED FIXED,None,PDE,UI,4.5,P3 major,4.5.2,PDE-UI-Inbox,,,,,472778,,2015-10-17 07:32 EDT by Vikas Chandra,2016-01-25 01:50 EST,7 users
480021,EASE scripts for working with Jython and Eclipse ICE,CLOSED FIXED,None,Ease,General,unspecified,P3 normal,0.3.0,Project Inbox,,,,,,,2015-10-17 07:53 EDT by Jay Billings,2016-04-14 09:16 EDT,1 user
480022,jgoodies Crash layout change,NEW,None,WindowBuilder,Core,unspecified,P3 normal,---,Project Inbox,,,,,,,2015-10-17 08:25 EDT by Elric Templin,2015-10-17 08:25 EDT,0 users
480023,sending message and waiting for response,NEW,None,Platform,Scripting,4.6,P3 normal,---,Platform-Scripting-Inbox,,,,,,,2015-10-17 08:32 EDT by Andrew Pertov,2015-10-17 08:32 EDT,0 users
480024,[jdt] Fund a developer to triage and fix the most frequently occurring errors in JDT,NEW,None,Community,Architecture Council,unspecified,P3 normal,---,eclipse.org-architecture-council,,,stalebug,feep,,,2015-10-17 09:25 EDT by Marcel Bruch,2018-11-27 02:13 EST,4 users
480025,Please make setups.zip accessible via https,RESOLVED FIXED,None,Community,Website,unspecified,P3 normal,---,phoenix.ui,,,,,,472770,2015-10-17 09:39 EDT by Ed Merks,2015-10-26 16:23 EDT,1 user
480026,Truncated UDP packet since 3.1.0,NEW,None,Vertx,Core,3.0.0,P3 normal,Unknown,Project Inbox,,,,,,,2015-10-17 09:59 EDT by Mickael Hemri,2016-01-26 05:11 EST,2 users
480027,[xtext][generator] Many warnings with simple Eclipse project,CLOSED FIXED,None,TMF,Xtext,2.9.0,P3 normal,---,Project Inbox,,,v2.9,,,,2015-10-17 10:17 EDT by Sebastian Zarnekow,2017-10-31 11:17 EDT,1 user
480028,[xtext][generator] Scoping fragment creates reference to non-existing class,CLOSED INVALID,None,TMF,Xtext,0.7.0,P3 normal,---,Project Inbox,,,v2.9,,,,2015-10-17 10:29 EDT by Sebastian Zarnekow,2017-10-31 11:26 EDT,0 users
480029,[formatter] Comments indentation error in javadoc @return statements,VERIFIED FIXED,None,JDT,Core,4.5.1,P3 normal,4.5.2,Mateusz Matela,,,,,,,2015-10-17 10:46 EDT by John Doe,2016-02-10 22:19 EST,3 users
480030,[formatter] Comments indentation error in switch statements,VERIFIED FIXED,None,JDT,Core,4.5.1,P3 normal,4.5.2,Mateusz Matela,,,,,,,2015-10-17 10:49 EDT by John Doe,2016-01-14 02:46 EST,3 users
480031,[clean up][save actions] White spaces are not removed in some cases,ASSIGNED,None,JDT,Text,4.5.1,P4 normal,---,JDT-Text-Inbox,,,,,,,2015-10-17 10:51 EDT by John Doe,2018-07-21 12:26 EDT,3 users
480032,"[GTK3] Path does not show in ""Team -> Commit"" on Linux Mint Cinnamon",RESOLVED FIXED,None,Platform,SWT,4.5.1,P3 major with 1 vote,---,Platform-SWT-Inbox,,,,,,,2015-10-17 11:08 EDT by Renan Furtado,2018-01-15 15:27 EST,12 users
480033,Eclipse stuck in infinite loading when using Dark theme,RESOLVED WORKSFORME,None,JDT,UI,4.5.1,P3 major,---,JDT-UI-Inbox,,,,,,,2015-10-17 12:19 EDT by Daniel Berger,2016-05-24 04:51 EDT,1 user
480034,"Improve Eclipse ""default"" editor(s), such as XML",NEW,None,WTP Source Editing,wst.xml,unspecified,P3 normal,---,wst.xml,Nick Sandonato,,,,,,2015-10-17 12:55 EDT by Patrik Suzzi,2019-02-20 18:48 EST,8 users
480035,WTP XML Editor Automatic change tag,RESOLVED WORKSFORME,None,WTP Source Editing,wst.xml,unspecified,P3 normal,---,wst.xml,Nick Sandonato,,,,,,2015-10-17 13:24 EDT by Patrik Suzzi,2015-11-02 10:55 EST,4 users
480036,WTP XML Editor Source View as default,CLOSED DUPLICATE of bug 500904,None,WTP Source Editing,wst.xml,unspecified,P3 normal,---,wst.xml,Nick Sandonato,,,,,,2015-10-17 13:24 EDT by Patrik Suzzi,2016-09-30 00:42 EDT,4 users
