id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
530000,Add Meson Build support,RESOLVED FIXED,None,CDT,cdt-build,9.4.1,P3 normal,9.5.0,cdt-build-inbox@eclipse.org,Jeff Johnston,,,,,,2018-01-18 11:22 EST by Jeff Johnston,2018-08-27 11:51 EDT,4 users
530001,404 when starting RAP application,RESOLVED FIXED,None,Equinox,Compendium,4.8.0 Photon,P3 major,Photon M5,Raymond Auge,,,,,,,2018-01-18 11:29 EST by Ivan Furnadjiev,2018-01-22 12:13 EST,3 users
530002,Performance enhancements for Grids with a large number of columns,RESOLVED FIXED,None,Nebula,Grid,unspecified,P3 normal,2.0.0,Mirko Paturzo,,,,,,,2018-01-18 11:40 EST by Mirko Paturzo,2018-03-18 05:25 EDT,4 users
530003,Commit pane,RESOLVED INVALID,None,Platform,UI,4.7.2,P3 normal,---,Platform-UI-Inbox,,,,,,,2018-01-18 12:41 EST by Mladen,2018-01-18 15:53 EST,1 user
530004,Modernize apitools.ui bundle,VERIFIED FIXED,None,PDE,API Tools,4.7,P3 normal,4.8 M5,Alexander Kurtakov,,,,,,,2018-01-18 13:54 EST by Alexander Kurtakov,2018-01-22 04:26 EST,0 users
530005,Keyboard focus in Text View,CLOSED FIXED,None,Orion,Editor,17.0,P3 normal,---,Project Inbox,,,,,,,2018-01-18 13:55 EST by Casey Flynn,2018-02-12 13:19 EST,0 users
530006,[TMF] project model element not refreshed when traces or experiment folder are created,RESOLVED FIXED,None,Tracecompass,TMF,3.2.0,P3 normal,3.3.0,Project Inbox,Project Inbox,,,,,,2018-01-18 15:00 EST by Bernd Hufmann,2018-01-22 13:22 EST,0 users
530007,[9] org.eclipse.jdt.internal.core.BinaryModule.getNameRange() fails with classcastexception,VERIFIED FIXED,None,JDT,Core,4.8,P3 normal,4.8 M5,Stephan Herrmann,,,,,,,2018-01-18 15:09 EST by Fred Bricon,2018-01-23 01:54 EST,3 users
530008,[TMF] TmfProjectRegistry visits deltas from wrong project,RESOLVED FIXED,None,Tracecompass,TMF,3.2.0,P3 normal,3.3.0,Patrick Tasse,Project Inbox,,,,,,2018-01-18 15:20 EST by Patrick Tasse,2018-01-18 17:17 EST,0 users
530009,ControlFlowView does not always return the same model when built during analysis,NEW,None,Tracecompass,LTTng,3.2.0,P3 normal,---,Project Inbox,Project Inbox,,,,,,2018-01-18 15:42 EST by Loic Prieur-Drevon,2018-01-18 15:42 EST,0 users
530010,Update org.eclipse.nebula.widgets.pshelf to Java 1.8 BREE,RESOLVED FIXED,None,Nebula,PShelf,unspecified,P3 normal,2.0.0,Lars Vogel,,,,,,,2018-01-18 18:22 EST by Lars Vogel,2018-03-06 15:37 EST,3 users
530011,Add automatic module header for Java 9 to PShelf,RESOLVED FIXED,None,Nebula,PShelf,unspecified,P3 normal,2.0.0,Lars Vogel,,,,,,,2018-01-18 18:25 EST by Lars Vogel,2018-03-13 04:55 EDT,3 users
530012,[gtk] Update make_linux to simplify building of launcher.,RESOLVED FIXED,None,Equinox,Launcher,4.8.0 Photon,P3 normal,Photon M6,Leo Ufimtsev,,,,,,,2018-01-18 19:17 EST by Leo Ufimtsev,2018-02-01 15:35 EST,3 users
530013,Key Binding for all External Tools,CLOSED DUPLICATE of bug 29580,None,Platform,Debug,4.8,P3 enhancement,---,Platform-Debug-Inbox,,,,,,,2018-01-18 21:14 EST by Tarcsio Fischer,2018-07-22 05:50 EDT,2 users
530014,Build input failure for I20180118-2000,RESOLVED FIXED,None,Platform,SWT,4.8,P3 blocker,---,Platform-SWT-Inbox,,,,,,,2018-01-18 21:35 EST by Sravan Kumar Lakkimsetti,2018-01-31 13:09 EST,3 users
530015,Use StandardCharsets in console bundles,RESOLVED FIXED,None,Equinox,Components,unspecified,P3 normal,Photon M5,Alexander Kurtakov,,,,,,,2018-01-19 01:30 EST by Alexander Kurtakov,2018-01-19 01:38 EST,0 users
530016,[9][search] Provide an option (a trapdoor) for regex usage in search field while searching for module declaration,VERIFIED FIXED,None,JDT,Core,4.8,P3 normal,4.8 M5,Manoj Palat,,,,,528059,,2018-01-19 01:45 EST by Manoj Palat,2018-01-25 01:08 EST,1 user
530018,Use StandardCharsets,RESOLVED FIXED,None,Equinox,Framework,unspecified,P3 normal,Photon M5,Alexander Kurtakov,,,,,,,2018-01-19 01:47 EST by Alexander Kurtakov,2018-01-20 07:40 EST,0 users
530019,StyledText.setStyleRange (and some other) reset more cache than necessary,RESOLVED FIXED,None,Platform,SWT,4.7,P3 normal,4.8 M7,Mickael Istria,,,,performance,530611,529011 532130 536234,2018-01-19 03:06 EST by Mickael Istria,2019-09-20 18:41 EDT,2 users
530020,Generify IDE/WorkbenchEncoding,RESOLVED FIXED,None,Platform,IDE,4.7,P3 normal,4.8 M5,Alexander Kurtakov,,,,,,,2018-01-19 03:19 EST by Alexander Kurtakov,2018-01-19 09:17 EST,0 users
530021,Unsigned bundles in platform UI in I20170119-0110,RESOLVED FIXED,None,Platform,UI,4.8,P3 normal,---,Kalyan Prasad Tatavarthi,,,,,,,2018-01-19 03:38 EST by Sravan Kumar Lakkimsetti,2018-01-22 01:54 EST,1 user
530022,[Rhino] getVariable() does not work from external thread,CLOSED FIXED,None,Ease,Engines,0.5.0,P3 normal,0.6.0,Project Inbox,,,,,,,2018-01-19 03:48 EST by Christian Pontesegger,2018-01-19 04:24 EST,0 users
530023,Make org.eclipse.e4.core.di API,RESOLVED FIXED,None,Platform,UI,4.7,P3 normal,4.8 M6,Jonas Helming,,,,noteworthy,,,2018-01-19 03:55 EST by Jonas Helming,2018-02-19 08:27 EST,5 users
530024,[9][model] CCE in MEmber.getNameRange,VERIFIED DUPLICATE of bug 530007,None,JDT,Core,4.8,P3 normal,4.8 M5,Stephan Herrmann,,,,,,,2018-01-19 04:03 EST by Manoj Palat,2018-01-23 01:54 EST,3 users
