id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
60000,Provide an RCP template,VERIFIED FIXED,None,PDE,UI,3.0,P3 normal with 1 vote,3.1 M4,PDE-UI-Inbox,,,,,,71131,2004-04-26 15:52 EDT by Wassim Melhem,2004-12-17 13:16 EST,7 users
60001,"Need AST->ParseTree of ""this"" literal to an InstanceReference",CLOSED DUPLICATE of bug 69668,None,z_Archived,VE,unspecified,P3 normal,---,Gili Mendel,,,,,,,2004-04-26 15:56 EDT by Richard Kulp,2011-06-13 11:38 EDT,1 user
60002,Minimize error message when plugins are missing,RESOLVED DUPLICATE of bug 68048,None,PDE,Build,3.0,P3 enhancement,---,pde-build-inbox,,,,,,,2004-04-26 16:14 EDT by Pascal Rapicault,2005-05-19 17:33 EDT,0 users
60003,Specifying absolute path in build.properties,RESOLVED FIXED,None,PDE,Build,3.0,P3 enhancement,3.0 M9,pde-build-inbox,,,,,,,2004-04-26 16:16 EDT by Pascal Rapicault,2004-05-15 15:37 EDT,0 users
60004,[packager] option to not check dependency.,RESOLVED DUPLICATE of bug 169991,None,PDE,Build,3.0,P3 enhancement,---,pde-build-inbox,,,,,,,2004-04-26 16:19 EDT by Pascal Rapicault,2007-03-30 09:46 EDT,1 user
60005,Accessibility: Missing object information for input fields: Run config dialog,RESOLVED FIXED,None,CDT,cdt-core,2.0,P3 normal,4.0,Vivian Kong,,,,,,,2004-04-26 16:20 EDT by Tanya Wolff,2009-01-12 09:14 EST,3 users
60006,"New Project Wizard should not be able to ""Finish"" on Templates Page if plug-in uses templates",RESOLVED INVALID,None,PDE,UI,3.0,P3 minor,3.0 M9,Dejan Glozic,,,,,,,2004-04-26 16:21 EDT by Cherie Wong,2004-04-26 17:13 EDT,1 user
60007,NPE on build script generation of feature,RESOLVED FIXED,None,PDE,UI,3.0,P3 normal,3.0 M9,PDE-UI-Inbox,,,,,,,2004-04-26 16:23 EDT by Pascal Rapicault,2004-05-20 03:35 EDT,0 users
60008,Remove non-Hyades related documentation from doc plugins,CLOSED FIXED,None,z_Archived,Hyades,unspecified,P3 normal,---,Nellie Chau,,,closed460,,,,2004-04-26 16:27 EDT by Nellie Chau,2012-02-14 16:08 EST,0 users
60009,"Accessibility: Run config, Arguments tab: Working directory not read",RESOLVED INVALID,None,CDT,cdt-core,2.0,P3 normal,4.0,Vivian Kong,,,,,,,2004-04-26 16:33 EDT by Tanya Wolff,2009-01-12 09:14 EST,2 users
