id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
90000,"Happy 90,000th bug, Eclipse!",RESOLVED FIXED,None,Platform,Runtime,3.1,P3 normal,3.1 M6,platform-runtime-inbox,,,,,,,2005-04-01 12:59 EST by John Arthorne,2005-04-01 14:59 EST,0 users
90001,"""awatch"" breapoints are incorrectly restored as ""watch"" breakpoints at beginning of session",RESOLVED WONTFIX,None,CDT,cdt-debug-cdi-gdb,3.0,P3 normal,---,cdt-debug-inbox@eclipse.org,,,,,,,2005-04-01 13:03 EST by Oyvind Harboe,2017-10-23 13:41 EDT,0 users
90002,"""awatch"" breapoints are incorrectly restored as ""watch"" breakpoints at beginning of session",RESOLVED DUPLICATE of bug 90001,None,CDT,cdt-debug-cdi-gdb,3.0,P3 normal,---,Alain Magloire,,,,,,,2005-04-01 13:10 EST by Oyvind Harboe,2009-01-09 14:17 EST,0 users
90003,Enhancement: Run cactus tests from web project,CLOSED FIXED,None,WTP ServerTools,jst.server,0.7,P3 enhancement,1.0 M5,Tim deBoer,,,,,90014 90669,,2005-04-01 13:16 EST by Daniel R Somerfield,2017-10-11 15:44 EDT,2 users
90004,Detached windows vanish/resize/move at random,NEW,None,Platform,SWT,3.0.1,P3 major,---,Bogdan Gheorghe,,,,triaged,,,2005-04-01 13:16 EST by Daniel Ceregatti,2019-02-01 13:48 EST,4 users
90005,Creating a new feature results in feature.xml with an error,RESOLVED WORKSFORME,None,PDE,UI,3.0,P3 normal,---,PDE-UI-Inbox,,,,,,,2005-04-01 13:17 EST by Jean-Michel Lemieux,2006-03-01 03:32 EST,1 user
90006,Extension element details should show deprecations,RESOLVED DUPLICATE of bug 84420,None,PDE,UI,3.1,P3 normal,---,PDE-UI-Inbox,,,,,,,2005-04-01 13:21 EST by Jeff McAffer,2006-03-01 03:33 EST,1 user
90007,Common Navigator uses platform internals,CLOSED DUPLICATE of bug 90008,None,WTP Java EE Tools,jst.j2ee,0.7,P3 normal,---,jst.j2ee,,,,,,,2005-04-01 13:47 EST by Nitin Dahyabhai,2005-07-02 23:54 EDT,0 users
90008,Common Navigator uses platform internals,CLOSED FIXED,None,WTP Java EE Tools,jst.j2ee,0.7,P3 normal,1.0 M4,Saurabh Agarwal,,,,,,,2005-04-01 13:48 EST by Nitin Dahyabhai,2007-01-24 14:40 EST,0 users
90009,code assist loses its visual selection,RESOLVED FIXED,None,Platform,SWT,3.1,P3 major,---,Platform-SWT-Inbox,,,,,,,2005-04-01 14:02 EST by Grant Gayed,2005-04-01 14:02 EST,0 users
90010,References to java.awt.geom fail on the Mac OS,RESOLVED NOT_ECLIPSE,None,GEF,GEF-Legacy GEF,unspecified,P3 normal,---,gef-inbox,,,,,,,2005-04-01 14:09 EST by Randy Hudson,2010-11-12 16:27 EST,3 users
90011,manifest verification to ensure singleton = true if a bundle contributes extensions,RESOLVED FIXED,None,PDE,UI,3.1,P3 normal,3.1 M7,Konrad Kolosowski,,,,,,,2005-04-01 14:17 EST by Pascal Rapicault,2005-04-03 21:50 EDT,0 users
90012,Add a tool to the build process that finds unused property strings,CLOSED FIXED,None,WTP Releng,releng,unspecified,P3 enhancement,---,Jeffrey Liu,,,,,,,2005-04-01 14:21 EST by Jeffrey Liu,2005-04-18 23:49 EDT,0 users
90013,"(Mon) When I was creating a new GLA file, and I selected ""remember my decision"" it didn't update the preferences page",CLOSED FIXED,None,z_Archived,TPTP.monitoring,unspecified,P3 blocker,---,Terry Fountoulakis,,,,,,,2005-04-01 14:21 EST by Terry Fountoulakis,2010-06-03 15:10 EDT,0 users
90014,Can't run servlets on Tomcat 5.5 in latest integration build (I20050331),CLOSED FIXED,None,WTP Java EE Tools,jst.j2ee,unspecified,P3 blocker,1.0 M6,John Lanuti,,,,,,90003,2005-04-01 14:24 EST by Daniel R Somerfield,2006-06-29 14:13 EDT,3 users
90015,Content Assist prefix name has no offset,RESOLVED FIXED,None,CDT,cdt-parser,3.0,P3 normal,---,Doug Schaefer,,,,,,,2005-04-01 14:26 EST by Andrew Niefer,2005-04-01 14:54 EST,0 users
90016,[typing] Several errors when display tab with set to 0,RESOLVED FIXED,None,JDT,Text,3.0.1,P3 normal,---,JDT-Text-Inbox,,,,,,,2005-04-01 14:35 EST by Francois Fioramore,2005-04-04 07:25 EDT,0 users
90017,"Error when pasting ""CTRL-V"" in a java file.",RESOLVED DUPLICATE of bug 90016,None,JDT,Text,3.0.1,P3 normal,---,JDT-Text-Inbox,,,,,,,2005-04-01 14:37 EST by Francois Fioramore,2005-04-01 14:44 EST,0 users
90018,Native tooltips left around on CTabFolder,RESOLVED FIXED,None,Platform,SWT,3.1,P3 major,3.1 M7,Veronika Irvine,,,,,,,2005-04-01 14:40 EST by Randy Hudson,2005-04-05 08:14 EDT,1 user
90019,[Intro] Help cannot be viewed when using eclipse through remote X,RESOLVED FIXED,None,Platform,User Assistance,3.1,P3 normal,---,Mazen Faraj,,,,,,,2005-04-01 14:42 EST by Billy Biggs,2005-10-03 11:47 EDT,1 user
90020,Cannot open 2 different workspaces with same SDK any longer,RESOLVED INVALID,None,Platform,Runtime,3.1,P3 normal,---,platform-runtime-inbox,,,,,,,2005-04-01 14:46 EST by Philipe Mulet,2005-04-02 22:01 EST,0 users
90021,[resolve] Javadoc help not showing for HashMap(Map),VERIFIED DUPLICATE of bug 299384,None,JDT,Core,3.1,P5 normal,3.7 M4,Srikanth Sankaran,,,,,,,2005-04-01 14:46 EST by Brad Clarke,2010-12-07 03:52 EST,7 users
90022,[help] No help for package explorer actions,RESOLVED FIXED,None,Platform,User Assistance,3.0,P3 normal,3.1 RC1,Dejan Glozic,,,,,,,2005-04-01 15:02 EST by Nick Edgar,2005-05-25 16:52 EDT,1 user
90023,Browser 3D content border not consistent,NEW,None,Platform,SWT,3.1,P3 normal with 10 votes,---,Grant Gayed,,,,,,,2005-04-01 15:05 EST by Dejan Glozic,2019-09-06 16:10 EDT,2 users
90024,scrolling code assist can GP,RESOLVED WORKSFORME,None,Platform,SWT,3.1,P3 major,---,Steve Northover,,,,,,,2005-04-01 15:19 EST by Grant Gayed,2008-06-03 14:44 EDT,0 users
90025,ClassCastException calling IType.resolveType(),RESOLVED WORKSFORME,None,JDT,Core,3.1,P3 normal,3.1 RC1,Olivier Thomann,,,,,,,2005-04-01 15:20 EST by Tom Stamm,2005-05-17 13:21 EDT,1 user
90026,[PerspectiveBar] [Help] No F1 help for  perspective bar actions,VERIFIED FIXED,None,Platform,UI,3.1,P3 normal,3.1 RC2,shujie liao,,,,,98821,,2005-04-01 15:22 EST by Nick Edgar,2005-06-10 13:13 EDT,3 users
90027,[WorkbenchParts] NPE when starting a search  in M5a,ASSIGNED,None,Platform,UI,3.1,P5 normal,---,Platform UI Triaged,,,,,,,2005-04-01 15:24 EST by Oyvind Harboe,2019-09-06 16:15 EDT,0 users
90028,Help view shows generic workbench help when view has more specific help context,RESOLVED INVALID,None,Platform,Doc,3.1,P2 normal,---,Platform-Doc-Inbox,,,,,,,2005-04-01 15:25 EST by Nick Edgar,2006-05-16 15:28 EDT,0 users
90029,[Markers] [Help] F1 help for marker views is wrong,RESOLVED DUPLICATE of bug 70032,None,Platform,UI,3.1,P3 normal,---,Tod Creasey,,,,,,,2005-04-01 15:31 EST by Nick Edgar,2006-04-07 12:56 EDT,1 user
90030,Ctrl+C to copy doesn't work in Help view,RESOLVED FIXED,None,Platform,User Assistance,3.1,P3 normal,3.1 M7,Dejan Glozic,,,,,,,2005-04-01 15:34 EST by Nick Edgar,2005-04-21 18:31 EDT,1 user
90031,[Memory View] Adjust the Number of Columns in the Memory View,VERIFIED FIXED,None,Platform,Debug,3.1,P3 enhancement,3.2,Darin Wright,,,,,,,2005-04-01 15:35 EST by Ken Dyck,2005-11-25 16:01 EST,2 users
90032,Dragging a file from the package explorer should not be destructive,VERIFIED FIXED,None,JDT,UI,3.1,P3 normal,3.1 RC1,Dirk Baeumer,,,,,,,2005-04-01 15:47 EST by Stefan Xenos,2005-05-30 06:47 EDT,0 users
90033,TVT3.1 #112 - No Window Title in Import wizard,CLOSED WONTFIX,None,MDT.UML2,Core,1.1.0,P3 normal,---,UML2 Inbox,,,,,,,2005-04-01 15:52 EST by David W Hare,2005-04-04 16:15 EDT,1 user
90034,AbstractContainerAddDecoderHelper.restore() not handling properties,CLOSED FIXED,None,z_Archived,VE,unspecified,P3 normal,---,Gili Mendel,,,,,,,2005-04-01 15:53 EST by Richard Kulp,2011-06-13 11:38 EDT,0 users
90035,NPE while building the workspace and deleting some projects,RESOLVED FIXED,None,PDE,UI,3.1,P3 normal,3.1 RC1,PDE-UI-Inbox,,,,,,,2005-04-01 15:56 EST by Billy Biggs,2005-05-26 01:58 EDT,0 users
90036,[New Content Assist] :: after namespace on completion,RESOLVED FIXED,None,CDT,cdt-core,3.0,P4 normal,4.0,Doug Schaefer,,,,contributed,,,2005-04-01 16:04 EST by Doug Schaefer,2008-06-19 23:54 EDT,0 users
90037,Execution Flow view is not updated with new launch when link with viewer is enable,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P3 normal,---,Terry Fountoulakis,,,,,,,2005-04-01 16:06 EST by Eugene Chan,2016-05-05 11:19 EDT,0 users
90038,Export product needs smoother progress feedback,RESOLVED WONTFIX,None,Platform,Ant,3.1,P3 normal,---,Platform-Ant-Inbox,,,,,,,2005-04-01 16:08 EST by Nick Edgar,2009-08-30 02:17 EDT,3 users
90039,[AST Binding] IProblemBinding generated for a function with an enum type parameter,RESOLVED FIXED,None,CDT,cdt-parser,3.0,P3 normal,---,Andrew Niefer,,,,,,,2005-04-01 16:09 EST by Victor Lenet,2005-04-04 13:33 EDT,0 users
90040,"decoders don't understand jpopupmenu.add(""xyz"")",CLOSED FIXED,None,z_Archived,VE,unspecified,P3 normal,---,Gili Mendel,,,,,,,2005-04-01 16:13 EST by Richard Kulp,2011-06-13 11:36 EDT,0 users
90041,decoders can't handle string literal as a beanpart,CLOSED WORKSFORME,None,z_Archived,VE,unspecified,P3 normal,---,Gili Mendel,,,,,,,2005-04-01 16:15 EST by Richard Kulp,2011-06-13 11:38 EDT,0 users
90042,SWT DLL not found after product export,RESOLVED FIXED,None,PDE,UI,3.0,P3 normal,3.1 RC1,PDE-UI-Inbox,,,,,,,2005-04-01 16:25 EST by Nick Edgar,2005-05-26 21:53 EDT,1 user
90043,SecurityException can occur on Bundle.getResource,RESOLVED FIXED,None,Platform,Runtime,3.1,P3 normal,3.1 M7,Thomas Watson,,,,,,,2005-04-01 16:27 EST by Thomas Watson,2005-04-01 17:08 EST,0 users
90044,Show as Percentage does not work in Method Detail view,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P3 normal,---,Valentina Popescu,,,,,,,2005-04-01 16:28 EST by Eugene Chan,2016-05-05 11:20 EDT,0 users
90045,'Generate' option not availbale on JUnit test suite,CLOSED WORKSFORME,None,z_Archived,TPTP,unspecified,P3 major,---,Dominique Guilbaud,,,,,,,2005-04-01 16:34 EST by Todd Merriweather,2016-05-05 11:08 EDT,2 users
90046,Choose Columns changes Method Detail View input,CLOSED DUPLICATE of bug 90058,None,z_Archived,TPTP,unspecified,P3 normal,---,Valentina Popescu,,,,,,,2005-04-01 16:35 EST by Eugene Chan,2016-05-05 11:20 EDT,0 users
90047,Old Hyades Icons visible in test suite,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P3 major,---,Bianca Jiang,,,,,,,2005-04-01 16:36 EST by Todd Merriweather,2016-05-05 11:02 EDT,0 users
90048,[FastViews] Fast view displayed after perspective switch,RESOLVED WORKSFORME,None,Platform,UI,3.1,P3 normal,---,Eric Moffatt,,,,,,,2005-04-01 16:37 EST by Luc Bourlier,2007-06-20 14:45 EDT,0 users
90049,Bundle#getHeaders is not spec compliant,RESOLVED FIXED,None,Platform,Runtime,3.1,P3 normal,3.1 M7,Thomas Watson,,,,,,,2005-04-01 16:39 EST by Thomas Watson,2005-04-01 17:16 EST,0 users
90050,Product Configuration Wizard should have default file name,RESOLVED INVALID,None,PDE,UI,3.1,P3 normal,---,PDE-UI-Inbox,,,,,,,2005-04-01 16:41 EST by Cherie Wong,2005-04-01 17:18 EST,0 users
90051,(Test) Test cases is missing in manual test suite runner,CLOSED INVALID,None,z_Archived,Hyades,unspecified,P3 major,---,Joe Toomey,,,,,,,2005-04-01 16:41 EST by Eugene Chan,2012-02-14 16:39 EST,0 users
90052,OSGI License Needs Clarification,RESOLVED FIXED,None,Platform,Runtime,3.0.1,P3 normal,3.1 RC1,Thomas Watson,,,,,,,2005-04-01 16:45 EST by David Walluck,2005-07-21 03:38 EDT,9 users
90053,Restore from Local History not working,RESOLVED INVALID,None,Platform,Resources,3.0.1,P3 normal,---,Platform-Resources-Inbox,,,,,,,2005-04-01 16:46 EST by Joe Bonds,2009-08-18 13:56 EDT,0 users
90054,OSGI License Needs Clarification,RESOLVED DUPLICATE of bug 90052,None,Platform,Runtime,3.0.1,P3 normal,---,platform-runtime-inbox,,,,,,,2005-04-01 16:47 EST by David Walluck,2005-04-01 16:53 EST,0 users
90055,[New Content Assist] resolve prefixes can't find atexit in stdlib.h,RESOLVED FIXED,None,CDT,cdt-parser,3.0,P3 normal,---,Andrew Niefer,,,,,,,2005-04-01 16:54 EST by Doug Schaefer,2005-05-20 15:05 EDT,0 users
90056,[Help] Help view has hidden tab stops,RESOLVED WORKSFORME,None,Platform,User Assistance,3.1,P3 normal,---,platform-ua-inbox,,,,accessibility,,,2005-04-01 16:56 EST by Nick Edgar,2009-04-10 19:08 EDT,2 users
90057,"[nls tooling] TVT3.1 #113 - Non-externalized string ""default"" in Externalize Strings panel",RESOLVED FIXED,None,JDT,Text,3.1,P3 trivial,3.1 M7,JDT-Text-Inbox,,,,nl,,,2005-04-01 16:58 EST by David W Hare,2005-04-04 09:32 EDT,1 user
90058,ClassCastException in Method Details view.,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P3 major,---,Valentina Popescu,,,,,,,2005-04-01 17:00 EST by Eugene Chan,2016-05-05 10:58 EDT,1 user
90059,SWT Container to support standalone JFACE,CLOSED WONTFIX,None,z_Archived,VE,unspecified,P1 major,---,Srimanth,,,,,,,2005-04-01 17:06 EST by Srimanth,2011-06-13 11:37 EDT,5 users
90060,StyledText NPE,RESOLVED WORKSFORME,None,Platform,SWT,3.1,P3 major,---,Felipe Heidrich,,,,,,,2005-04-01 17:07 EST by Grant Gayed,2008-06-10 12:11 EDT,0 users
90061,Move Web Services WS-I Preference page and context from jst to wst,CLOSED FIXED,None,WTP Webservices,jst.ws,0.7,P3 normal,---,Kathy Chan,,,,,,,2005-04-01 17:09 EST by Kathy Chan,2005-06-15 01:32 EDT,2 users
90062,Filter Out entry shows up in Method Detail view.,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P3 normal,---,Valentina Popescu,,,,,,,2005-04-01 17:18 EST by Eugene Chan,2016-05-05 11:20 EDT,0 users
90063,[RCP] Update instructions for exporting / running browser example,NEW,None,Platform,UI,3.1,P3 normal,---,Platform UI Triaged,,,,helpwanted,,,2005-04-01 17:22 EST by Nick Edgar,2019-09-06 15:34 EDT,1 user
90064,Execution History causes problems,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P3 major,---,Scott E. Schneider,,,,,89382,,2005-04-01 17:23 EST by Todd Merriweather,2016-05-05 11:02 EDT,2 users
90065,Filtering in Object Reference View is misleading,CLOSED INVALID,None,z_Archived,TPTP,unspecified,P3 normal,---,Marius Slavescu,,,,,,,2005-04-01 17:24 EST by Eugene Chan,2016-05-05 11:18 EDT,0 users
90066,[osgi] the Bundle-NativeCode selection algorithm is not compliant,RESOLVED FIXED,None,Platform,Runtime,3.1,P3 normal,3.1 M7,Thomas Watson,,,,,,,2005-04-01 17:27 EST by Thomas Watson,2005-04-04 09:41 EDT,0 users
90067,Closed project cannot be deleted after NPE in builder,RESOLVED INVALID,None,Platform,Resources,3.1,P3 normal,---,Platform-Resources-Inbox,,,,,,,2005-04-01 17:41 EST by John Arthorne,2005-04-11 16:58 EDT,1 user
90068,Deleting output folder causes silent compile failure (until clean),RESOLVED WONTFIX,None,JDT,Core,3.1,P3 normal,---,JDT-Core-Inbox,,,,,,,2005-04-01 17:53 EST by Jon Andersen,2009-08-30 02:18 EDT,0 users
90069,[refactoring] Refactor Rename Preview doesn't work,RESOLVED WONTFIX,None,JDT,UI,3.0.1,P3 normal,---,JDT-UI-Inbox,,,,,,,2005-04-01 18:03 EST by Joe Bonds,2009-08-30 02:42 EDT,0 users
90070,"PointList#setPoint(Point, int) clears bounds when it shouldn't",RESOLVED FIXED,None,GEF,GEF-Legacy Draw2d,unspecified,P3 normal,3.1.0 M6,Pratik Shah,,,,,,,2005-04-01 18:05 EST by Pratik Shah,2005-04-01 18:46 EST,0 users
90071,[ActionSets] The java navigation actions should be enabled in all perspectives by default,RESOLVED WONTFIX,None,Platform,UI,3.1,P3 normal,3.3,Paul Webster,,,,,,,2005-04-01 18:57 EST by Stefan Xenos,2008-10-29 12:10 EDT,6 users
90072,OSGI License Needs Clarification,RESOLVED DUPLICATE of bug 90052,None,Platform,Runtime,3.0.1,P3 normal,---,platform-runtime-inbox,,,,,,,2005-04-01 23:47 EST by David Walluck,2005-04-02 23:22 EST,0 users
90073,[Viewers] AbstractTreeViewer.add method slow for elements added at end,VERIFIED FIXED,None,Platform,UI,3.1,P3 enhancement,3.1 M7,Tod Creasey,,,,performance,89273,91046,2005-04-02 00:09 EST by Dimitry Fayerman,2005-05-10 15:13 EDT,10 users
90074,[search] Search view flashing while navigating workspace,RESOLVED FIXED,None,JDT,UI,3.1,P3 normal,3.1 M7,Martin Aeschlimann,,,,,,,2005-04-02 00:13 EST by Billy Biggs,2005-04-08 05:18 EDT,0 users
90075,Component tool misses java doc comments,CLOSED FIXED,None,WTP Releng,releng,unspecified,P3 normal,---,Jeffrey Liu,,,,,,,2005-04-02 01:35 EST by David Williams,2006-11-28 15:38 EST,0 users
90076,Code assist members list problems...,RESOLVED INVALID,None,JDT,Text,3.1,P3 normal,---,JDT-Text-Inbox,,,,needinfo,,,2005-04-02 03:54 EST by Pavel Krupets,2007-06-22 10:04 EDT,0 users
90077,strikeout and underline override bold and italic,RESOLVED INVALID,None,Platform,SWT,3.1,P3 normal,---,Platform-SWT-Inbox,,,,,,,2005-04-02 04:09 EST by Dani Megert,2005-04-05 10:20 EDT,0 users
90078,wrong title for eclipse build pages,CLOSED WORKSFORME,None,WTP Website,website,unspecified,P3 normal,---,Webtools Developers,,,,,,,2005-04-02 04:44 EST by Genady Beryozkin,2005-08-18 11:58 EDT,0 users
90079,[CVSNT] Corrupted binaries (i.e. jars) in repository after commiting them using Eclipse CVS client.,RESOLVED INVALID,None,Platform,CVS,3.1,P3 major,---,platform-cvs-inbox,,,,,,,2005-04-02 04:53 EST by Radek,2005-04-03 19:55 EDT,0 users
90080,ContentHandlerFactory conflicts with SimpleBeanInfo.loadImage(),RESOLVED FIXED,None,Platform,Runtime,3.1,P3 normal,3.1 M7,Thomas Watson,,,,,,,2005-04-02 05:33 EST by Konstantin Scheglov,2005-04-04 12:58 EDT,1 user
90081,Table colors not displayed correctly on 256 color display,NEW,None,Platform,SWT,3.1,P3 normal,---,Silenio Quarti,,,,,,,2005-04-02 07:16 EST by Milos Lenoch,2018-11-03 14:20 EDT,2 users
90082,"[1.5][generics] ""New Class"" wizard is not able to implement generic interfaces",RESOLVED FIXED,None,JDT,UI,3.1,P3 normal,3.1 M7,Markus Keller,,,,,,,2005-04-02 08:00 EST by JEANPIERRE Laurent,2005-04-18 06:44 EDT,1 user
90083,M6 Access rules are a great idea but needs enhancement,RESOLVED WONTFIX,None,JDT,Core,3.1,P3 enhancement,---,JDT-Core-Inbox,,,,,,,2005-04-02 10:26 EST by Morten Christensen,2009-08-30 02:16 EDT,0 users
