id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
240000,Splash templates generate bad NON-NLS comments,RESOLVED FIXED,None,PDE,UI,3.4,P3 trivial,3.5 M1,Curtis Windatt,,,,bugday,,,2008-07-08 11:00 EDT by Kim Horne,2008-07-16 09:40 EDT,2 users
240001,Viewer export to Word - fonts are not passed to Word document,RESOLVED FIXED,None,BIRT,Report Engine,2.3.0,P3 normal,2.3.1,Jandor Bian,,,"Autoed,G-text",,,,2008-07-08 11:01 EDT by Assaf,2010-03-25 02:55 EDT,3 users
240002,Doc Clarification / artifact repository,RESOLVED FIXED,None,Equinox,p2,3.4,P3 normal,3.5 M1,P2 Inbox,,,,,,,2008-07-08 11:02 EDT by Karl Mittmann,2008-07-09 10:05 EDT,1 user
240003,[navigation] The ordering of hyperlink choices is incorrect on Linux and Mac,RESOLVED WORKSFORME,None,Platform,Text,3.5,P4 normal,3.5 M3,Dani Megert,,,,,,,2008-07-08 11:05 EDT by Michael Rennie,2008-10-17 05:56 EDT,1 user
240004,Doc Clarification / JSF Library Reference,RESOLVED FIXED,None,Java Server Faces,Documentation,unspecified,P3 normal,3.0.1,Gerry Kessler,,,,,,,2008-07-08 11:09 EDT by Karl Mittmann,2017-12-19 13:28 EST,1 user
240005,JDT Views do not reflect user's choice of colors,RESOLVED WORKSFORME,None,JDT,Debug,3.4,P3 minor,---,JDT-Debug-Inbox,,,,,,,2008-07-08 11:13 EDT by Adam Steiner,2008-07-09 16:26 EDT,3 users
240006,"Doc Clarification / ""non-committer""",RESOLVED INVALID,None,Platform,Doc,3.4,P3 normal,---,Platform-Doc-Inbox,,,,,,,2008-07-08 11:20 EDT by Karl Mittmann,2008-07-08 13:23 EDT,0 users
240007,IResourceLocator inefficiency,RESOLVED FIXED,None,BIRT,Report,2.3.0,P3 normal,2.3.1,hong chen,,,Obsolete,,,,2008-07-08 11:22 EDT by Dino Valente,2009-06-23 23:20 EDT,3 users
240008,datapool_iterator and datapool_evaluator extension points do not resolve.,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P1 critical,---,Paul Slauenwhite,,,,,,,2008-07-08 11:25 EDT by Paul Slauenwhite,2016-05-05 10:36 EDT,1 user
240009,[Viewers] FilteredTree.getBoldFont calls filter.setPattern many times,VERIFIED FIXED,None,Platform,UI,3.4,P3 normal,3.5 M5,Dani Megert,,,,,,,2008-07-08 11:29 EDT by Boris Bokowski,2009-01-27 11:07 EST,1 user
240010,Code Assist for extended interfaces shows not all methods,CLOSED FIXED,None,PDT,Code Assist,1.0.2,P3 normal,2.0.0 M2,Michael Spector,,,,bugday,,,2008-07-08 11:36 EDT by Jonas K.,2008-10-03 03:56 EDT,4 users
240011,"Support inline definition of types in ""declare parents""",NEW,None,AspectJ,Compiler,unspecified,P3 enhancement,---,aspectj inbox,,,,,,,2008-07-08 11:43 EDT by Ramnivas Laddad,2008-07-08 11:43 EDT,0 users
240012,CommitUnitOfWorkForcingSQLExceptionTest failed on Sybase,CLOSED DUPLICATE of bug 261660,None,EclipseLink,Foundation,unspecified,P2 normal,2.1,Praba Vijayaratnam,,,,test,,,2008-07-08 11:44 EDT by Edwin Tang,2010-04-29 10:02 EDT,2 users
240013,ReportQueryFunctionTypeTestCase failed on Sybase,RESOLVED FIXED,None,EclipseLink,Foundation,unspecified,P3 normal,1.0.1,Project Inbox,,,,,,,2008-07-08 11:52 EDT by Edwin Tang,2008-07-15 11:19 EDT,0 users
240014,ReportQueryAndExistsSubQuery failed on Sybase,CLOSED DUPLICATE of bug 261666,None,EclipseLink,Foundation,unspecified,P2 normal,Future,Project Inbox,,,,,,,2008-07-08 11:59 EDT by Edwin Tang,2010-08-17 14:16 EDT,4 users
240015,Implement  policy to limit number of threads created by JobManager,RESOLVED WONTFIX,None,Platform,Runtime,3.4,P3 enhancement,---,platform-runtime-inbox,,,,,,,2008-07-08 12:03 EDT by Min Idzelis,2011-07-07 09:57 EDT,1 user
240016,[terminal][regression] NPE when opening terminal for the first time,RESOLVED INVALID,None,Target Management,Terminal,3.0,P3 normal,3.0.1,Michael Scharf,Martin Oberhuber,,,,172483,,2008-07-08 12:03 EDT by Martin Oberhuber,2008-07-10 17:42 EDT,1 user
240017,Doc rewording,RESOLVED FIXED,None,Platform,Doc,3.4,P3 normal,3.5 M1,Platform-Doc-Inbox,,,,,,,2008-07-08 12:11 EDT by Matthew Mazaika,2008-07-09 12:00 EDT,0 users
240018,"Investigate id validation in PDE for the ""-"" symbol",RESOLVED DUPLICATE of bug 174362,None,PDE,UI,3.5,P3 normal,---,PDE-UI-Inbox,,,,,,,2008-07-08 12:15 EDT by Chris Aniszczyk,2008-09-12 10:33 EDT,2 users
240019,ssh access to dev.eclipse.org,CLOSED FIXED,None,Community,CVS,unspecified,P3 normal with 1 vote,---,Eclipse Webmaster,,,,,,,2008-07-08 12:27 EDT by Chris Elford,2008-08-08 17:17 EDT,5 users
240020,[Build]: DB detection broken by VendorNameToPlatformMapping.properties missing after trunk build,RESOLVED FIXED,None,EclipseLink,JPA,unspecified,P3 normal,1.0.1,Project Inbox,,,,,240244,,2008-07-08 12:40 EDT by Michael OBrien,2008-08-21 12:08 EDT,4 users
240021,[jdt-weaving] Gaining control of CompilationUnit creation in JDT through the use of Aspects,RESOLVED FIXED,None,AJDT,Core,DEVELOPMENT,P3 enhancement,1.6.2,AJDT-inbox,,,,,240047,254431,2008-07-08 12:42 EDT by Andrew Eisenberg,2008-12-11 14:59 EST,2 users
240022,[refactoring] PluginContentPage and FragmentContentPage,NEW,None,PDE,UI,3.5,P3 enhancement,---,Chris Aniszczyk,,,stalebug,bugday,,,2008-07-08 12:50 EDT by Chris Aniszczyk,2019-09-09 02:32 EDT,0 users
240023,"[terminal] Get rid of the terminal's ""Pin"" button",RESOLVED FIXED,None,Target Management,Terminal,3.0.1,P3 enhancement,3.0.1,Michael Scharf,Martin Oberhuber,,,,172483,,2008-07-08 13:09 EDT by Martin Oberhuber,2008-07-08 19:13 EDT,1 user
240024,[Contributions] JFace accelerator not working,RESOLVED INVALID,None,Platform,UI,3.4,P3 normal,---,Paul Webster,,,,,,,2008-07-08 13:10 EDT by Mike,2008-07-15 13:21 EDT,2 users
240025,[templates] The body of the xsinsp template is incorrect,CLOSED FIXED,None,WTP Source Editing,wst.xml,3.0,P3 normal,3.1 M1,Valentin Baciu,Nitin Dahyabhai,,,,239912,,2008-07-08 13:12 EDT by Valentin Baciu,2008-07-24 14:44 EDT,1 user
240026,"Creation icons with ""plus"" sign",VERIFIED FIXED,None,EMF,Edit,2.4.0,P3 normal,---,Dave Steinberg,,http://www.eclipse.org/newsportal/art...,,,,,2008-07-08 13:20 EDT by Eike Stepper,2009-06-25 02:59 EDT,1 user
240027,[launcher] Problems loading shared library with long path,NEW,None,Equinox,Launcher,3.3.1,P3 normal with 3 votes,---,Project Inbox,,,stalebug,,,,2008-07-08 13:22 EDT by Eldar Kamalov,2019-10-21 14:58 EDT,8 users
240028,Cannont create a query on a folder,CLOSED FIXED,None,z_Archived,Cosmos,unspecified,P3 normal,---,Sheldon Lee-Loy,,,,,,,2008-07-08 13:29 EDT by Sheldon Lee-Loy,2012-01-03 13:47 EST,0 users
240029,no clear way to set environment for IRemoteProcessBuilder,RESOLVED FIXED,None,PTP,Remote Tools,2.1M2,P3 normal,---,Daniel Felix Ferber,Greg Watson,,,,,,2008-07-08 13:30 EDT by Chris Recoskie,2008-09-18 11:49 EDT,0 users
240030,Environment incorrect for remote process builders,RESOLVED FIXED,None,PTP,Remote Tools,2.1M2,P3 normal,---,Daniel Felix Ferber,Greg Watson,,,,,,2008-07-08 13:32 EDT by Chris Recoskie,2011-05-14 06:35 EDT,0 users
240031,Cannot submit a query.,CLOSED FIXED,None,z_Archived,Cosmos,unspecified,P3 normal,---,Sheldon Lee-Loy,,,,,,,2008-07-08 13:32 EDT by Sheldon Lee-Loy,2012-01-03 13:47 EST,0 users
240032,EclipseLink CopyPolicy annotation documentation needed,RESOLVED FIXED,None,EclipseLink,Documentation,unspecified,P3 normal,1.1,Liza Rekadze,,,,,,,2008-07-08 13:38 EDT by Karen Butzke,2009-04-14 14:11 EDT,1 user
