id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
190000,Enhancement requests:,RESOLVED FIXED,None,z_Archived,STP,unspecified,P3 major,---,Adrian Skehill,Oisin Hurley,,,,,,2007-05-30 14:47 EDT by Irene Levina,2012-09-21 14:40 EDT,1 user
190001,[refresh] Avoid unnecessary duplicate queries during drag&drop to filter,RESOLVED FIXED,None,Target Management,RSE,2.0,P3 normal,3.1 RC1,David McKnight,Martin Oberhuber,,,,160420 164118 182574,,2007-05-30 14:49 EDT by Martin Oberhuber,2009-05-12 13:58 EDT,3 users
190002,[Viewers] Provide Way to Get Viewer From Control,NEW,None,Platform,UI,3.3,P3 enhancement,---,Platform UI Triaged,,,,,,,2007-05-30 14:50 EDT by Adam Cabler,2014-06-26 11:28 EDT,2 users
190003,Dialogs isv doc out of date,VERIFIED FIXED,None,Platform,UI,3.3,P3 normal,3.3 RC4,Tod Creasey,,,,Documentation,,,2007-05-30 15:28 EDT by Tod Creasey,2007-06-08 16:21 EDT,1 user
190004,Test Tree Viewer does not automatically refresh,CLOSED WORKSFORME,None,z_Archived,TPTP,unspecified,P2 major,---,Bozier jerome,,,,,,,2007-05-30 15:32 EDT by Liz Dancy,2016-05-05 10:28 EDT,1 user
190005,Shared resource set across all diagrams and navigators,RESOLVED DUPLICATE of bug 189974,None,GMF-Tooling,Samples,unspecified,P3 normal,---,Dummy mdt uml2 tools inbox,,,,,,,2007-05-30 15:32 EDT by Dave Carlson,2012-12-11 15:13 EST,0 users
190006,[QuickAccess] Empty string should not be associated with an element,VERIFIED FIXED,None,Platform,UI,3.3,P3 normal,3.3 RC3,Boris Bokowski,,,,,,,2007-05-30 15:34 EDT by Boris Bokowski,2007-06-01 21:00 EDT,3 users
190007,Clean stale entries from master table,ASSIGNED,None,Platform,Resources,3.3,P3 minor,---,Platform-Resources-Inbox,,,,,,,2007-05-30 15:36 EDT by John Arthorne,2019-09-06 16:18 EDT,0 users
190008,org.eclipse.jst.jsf.dtresolver.test plugin not compiling,RESOLVED DUPLICATE of bug 192728,None,Java Server Faces,JSF Tools,2.0,P3 normal,2.0.1 M201,Cameron Bateman,,,,,,,2007-05-30 15:37 EDT by Gerry Kessler,2007-09-24 18:23 EDT,3 users
190009,Exceptions thrown removing module from JEE5 EAR,RESOLVED DUPLICATE of bug 195179,None,WTP Java EE Tools,jst.j2ee,2.0,P3 major,2.0.1 M201,Raj Mandayam,Chuck Bridgham,,PMC_approved,,,,2007-05-30 15:42 EDT by Chuck Bridgham,2007-09-10 13:53 EDT,1 user
190010,Search Terminate Doesn't Work,CLOSED FIXED,None,Target Management,RSE,2.0,P3 normal,2.0.1,David McKnight,Martin Oberhuber,,,contributed,,,2007-05-30 15:46 EDT by Kevin Doyle,2011-05-25 07:52 EDT,3 users
190011,"Comment number wrong when bugzilla is confured for ""Newest to Oldest"" comments",RESOLVED DUPLICATE of bug 165968,None,Mylyn,Bugzilla,2.0 M2,P3 normal,---,Robert Elves,,,,,,,2007-05-30 15:47 EDT by Tonny Madsen,2007-06-04 14:35 EDT,0 users
190012,Missing link on Password Request Page,CLOSED FIXED,None,Community,Project Management & Portal,unspecified,P3 normal,---,Eclipse Webmaster,,http://portal.eclipse.org/myfoundatio...,,,,,2007-05-30 15:47 EDT by Donald Smith,2007-05-31 19:22 EDT,0 users
190013,[dstore][regression] Right-click > Move on a file is extremely slow and blocks the UI,RESOLVED FIXED,None,Target Management,RSE,2.0,P1 critical,2.0,David McKnight,Martin Oberhuber,,,,,190803,2007-05-30 15:50 EDT by Martin Oberhuber,2008-08-13 13:20 EDT,0 users
190014,TVT33:TCT479: sv: Truncations in dropdown lists,RESOLVED FIXED,None,BIRT,Chart,2.2.0,P2 trivial,2.2.0 RC3,Nina Li,,479,,,,,2007-05-30 15:53 EDT by CDE Administration,2007-06-04 23:27 EDT,3 users
190015,[performance] Remove All Match's from Search Results Takes a while,RESOLVED FIXED,None,Target Management,RSE,2.0,P3 normal,3.1.1,David McKnight,Martin Oberhuber,,,,,,2007-05-30 15:53 EDT by Kevin Doyle,2009-08-04 11:18 EDT,2 users
190016,[Launcher] Add s390 to launcher's build.sh,RESOLVED FIXED,None,Equinox,Framework,3.3,P3 normal,3.3 RC3,equinox.framework-inbox,,,,,,171518,2007-05-30 15:54 EDT by Andrew Niefer,2007-05-31 16:12 EDT,1 user
190017,[Sync View] LocalResourceTypedElement.saveDocument needs to handle deleted file,ASSIGNED,None,Platform,Team,3.3,P3 normal,---,Platform Team Inbox,,,,,,,2007-05-30 15:56 EDT by Michael Valenta,2012-06-25 05:21 EDT,1 user
190018,Add datapool support to external test suite invocations,CLOSED WONTFIX,None,z_Archived,TPTP,unspecified,P2 major,---,DuWayne Morris,,,,,189919,,2007-05-30 15:57 EDT by Liz Dancy,2016-05-05 10:31 EDT,1 user
190019,"[IAC, Vista] Attch Java process show no agent on Vista using IAC",CLOSED DUPLICATE of bug 190903,None,z_Archived,TPTP,unspecified,P1 critical,---,Samson Wai,,,,,,,2007-05-30 15:58 EDT by Eugene Chan,2016-05-05 11:01 EDT,2 users
190020,[Webapp] Ctrl+F does not work on Help panel,NEW,None,Platform,User Assistance,3.2.2,P3 normal,---,platform-ua-inbox,,,,,,,2007-05-30 15:59 EDT by B. Chen,2019-09-06 16:04 EDT,3 users
190021,"""Other Products and Services"" component is not obviously related to membership page editor component",CLOSED FIXED,None,Community,Project Management & Portal,unspecified,P3 normal,---,Portal Bugzilla Dummy Inbox,,http://portal.eclipse.org,,,,,2007-05-30 15:59 EDT by Donald Smith,2007-06-12 13:13 EDT,0 users
190022,TVT33:TCT452: cs : Truncated error msg,RESOLVED WONTFIX,None,Java Server Faces,UI,2.0,P3 major,Future,Gerry Kessler,Konstantin Komissarchik,452,,helpwanted,,,2007-05-30 16:16 EDT by CDE Administration,2014-10-09 14:19 EDT,3 users
190023,TVT33:TCT318: Apostrophe missing in Compare with Local history,VERIFIED FIXED,None,Platform,Compare,3.3,P3 normal,3.3.1,Michael Valenta,,318,,,,,2007-05-30 16:16 EDT by CDE Administration,2007-09-05 11:26 EDT,6 users
190024,TVT33:TCT486: NL: Function buttons too small,RESOLVED FIXED,None,BIRT,Report Designer,2.2.0,P3 minor,2.2.0 RC3,Chen Chao,,486,,,,,2007-05-30 16:17 EDT by CDE Administration,2007-06-07 15:14 EDT,3 users
190025,"TVT33:TCT483: DE : BIRT, Truncation on New Highlight panel",CLOSED FIXED,None,BIRT,Report Designer,2.2.0,P3 trivial,2.2.0 RC3,Yuejie Chen,,483,,,,,2007-05-30 16:17 EDT by CDE Administration,2007-06-15 10:24 EDT,3 users
190026,TVT33:TCT472: ES - Only 2 lines available to show a 3 lines message,CLOSED FIXED,None,Java Server Faces,UI,2.0,P3 major,2.0 RC3,Raghunathan Srinivasan,,472,,helpwanted,,,2007-05-30 16:18 EDT by CDE Administration,2007-06-08 11:42 EDT,3 users
190027,Provider name for activity diagram plug-in not correct,VERIFIED FIXED,None,GMF-Tooling,Samples,unspecified,P3 blocker,---,Michael Golubev,,,,,,,2007-05-30 16:21 EDT by Kenn Hussey,2012-12-11 15:11 EST,0 users
190028,post-3.3 Browser cleanup,RESOLVED FIXED,None,Platform,SWT,3.3,P3 normal,3.4 M1,Grant Gayed,,,,,,,2007-05-30 16:21 EDT by Grant Gayed,2007-07-10 17:04 EDT,0 users
190029,[doc] Shared view reference pages need to be reorganized,VERIFIED FIXED,None,JDT,Debug,3.3,P3 normal,3.3 RC3,JDT-Debug-Inbox,,,,,,189183,2007-05-30 16:23 EDT by Curtis Windatt,2007-06-01 10:39 EDT,0 users
190030,Batik about.html files need updated dates,RESOLVED FIXED,None,Orbit,bundles,unspecified,P3 normal,---,Christian Damus,,,,,,,2007-05-30 16:30 EDT by Richard Gronback,2007-05-30 17:24 EDT,0 users
190031,Xerces about.html files need updated dates,RESOLVED FIXED,None,Orbit,bundles,unspecified,P3 normal,---,Orbit Bundles,,,,,,,2007-05-30 16:31 EDT by Richard Gronback,2007-05-30 18:48 EDT,0 users
190032,LPG about.html files need updated dates,RESOLVED FIXED,None,Orbit,bundles,unspecified,P3 normal,---,Christian Damus,,,,,,,2007-05-30 16:33 EDT by Richard Gronback,2007-05-30 17:24 EDT,0 users
190033,add library build support for s390,RESOLVED FIXED,None,Platform,SWT,3.3,P3 normal,3.3 RC3,Grant Gayed,,,,,,171518,2007-05-30 16:35 EDT by Grant Gayed,2007-05-30 16:48 EDT,3 users
190034,Build break in WSE because of missing security.jar,CLOSED FIXED,None,WTP Releng,releng,3.10,P3 blocker,---,David Williams,Chris Brealey,,,,,,2007-05-30 16:35 EDT by Kathy Chan,2018-06-29 15:10 EDT,0 users
190035,plugin content changed since 3.2.2 wthout version incrementing,VERIFIED FIXED,None,Platform,Releng,3.3,P3 normal,3.3 RC3,Platform-Releng-Inbox,,,,,,,2007-05-30 16:36 EDT by Steve Francisco,2007-05-31 11:02 EDT,2 users
190036,Help document(s) cannot be opened.,RESOLVED WORKSFORME,None,JDT,Doc,3.3,P3 minor,---,JDT-Doc-Inbox,,,,,,,2007-05-30 16:38 EDT by Nick Boldt,2010-06-04 04:52 EDT,2 users
190037,[Dialogs] Provide hooks so accessibility features can be added to FilteredList in ElementListSelectionDialog,RESOLVED WORKSFORME,None,Platform,UI,3.3,P3 normal,---,Susan McCourt,,,,,,189413,2007-05-30 16:38 EDT by Vivian Kong,2007-06-27 16:33 EDT,0 users
190038,Help document(s) cannot be opened.,RESOLVED WORKSFORME,None,Platform,User Assistance,3.3,P3 minor,---,platform-ua-inbox,,,,,,,2007-05-30 16:38 EDT by Nick Boldt,2007-05-31 13:01 EDT,0 users
190039,TVT33:TCT487: cs : Incorrect EN strings,CLOSED FIXED,None,BIRT,Chart,2.2.0,P3 minor,2.2.0 RC2,Yulin Wang,,487,,,,,2007-05-30 16:43 EDT by CDE Administration,2007-06-11 14:13 EDT,3 users
190040,"TVT33:TCT488: DE : BIRT, Bad line break on Select Data panel",CLOSED FIXED,None,BIRT,Chart,2.2.0,P3 minor,2.2.0 RC2,Yulin Wang,,488,,,,,2007-05-30 16:44 EDT by CDE Administration,2007-06-01 15:37 EDT,3 users
190041,Signing zip files with jarprocessor ant task results in fake commands,RESOLVED FIXED,None,PDE,Build,3.3,P3 normal,3.5 M6,pde-build-inbox,,,,,190064,,2007-05-30 16:51 EDT by Thomas Hallgren,2009-02-20 19:10 EST,1 user
190042,Configuration icons disabled when Includes folder selected,RESOLVED FIXED,None,CDT,cdt-core,4.0,P3 normal,4.0,Oleg Krasilnikov,,,,,,,2007-05-30 16:55 EDT by Leo Treggiari,2007-06-13 15:22 EDT,0 users
190043,SML Validator should be run in a non UI thread,CLOSED FIXED,None,z_Archived,Cosmos,unspecified,P1 major,---,amehrega,,,,,,,2007-05-30 16:56 EDT by Valentina Popescu,2012-01-03 13:46 EST,1 user
190044,FeatureValueConversionException typing in orm.xml attributes,VERIFIED FIXED,None,Dali JPA Tools,General,1.0,P3 normal,2.3 M6,Karen Butzke,,,,,166827,,2007-05-30 16:57 EDT by Karen Butzke,2010-03-10 09:52 EST,0 users
190045,Cannot create a new configuration from a default configuration,RESOLVED FIXED,None,CDT,cdt-core,4.0,P3 normal,4.0 RC3,Oleg Krasilnikov,,,,,,,2007-05-30 16:59 EDT by Leo Treggiari,2007-05-31 06:30 EDT,2 users
190046,Axis2:  ResourceException in uninstalling Axis2 facet when autobuild is on,NEW,None,WTP Webservices,jst.ws,2.0,P3 normal,---,Saminda Wijeratne,Keith Chong,,,,174874,,2007-05-30 16:59 EDT by Kathy Chan,2010-03-11 13:22 EST,2 users
190047,[DND] DnD for TreeViewer does not work on Linux,RESOLVED WORKSFORME,None,Platform,SWT,3.2.2,P3 critical,---,Duong Nguyen,,,,,,,2007-05-30 17:02 EDT by aokleung,2008-04-10 17:18 EDT,4 users
190048,J2EEProjectUtilities needs to have an equivalent public API,RESOLVED FIXED,None,WTP Java EE Tools,jst.j2ee,2.0,P3 normal,3.0 M4,Carl Anderson,Chuck Bridgham,,,,,,2007-05-30 17:04 EDT by Angel Vera,2007-12-18 16:27 EST,0 users
190049,Upgrade to Mozilla Rhino 1.6R6,RESOLVED FIXED,None,BIRT,Data,2.2.0,P3 normal,2.2.2,Xiaoying Gu,,,,,,193054,2007-05-30 17:09 EDT by Gary Xue,2007-10-23 02:38 EDT,3 users
190050,[httpclient 3.0.1] about.html has incorrect date,RESOLVED FIXED,None,Orbit,bundles,unspecified,P3 blocker,---,Chris Aniszczyk,,,,,,189545,2007-05-30 17:11 EDT by Scott Lewis,2007-06-01 21:19 EDT,1 user
190051,"TVT33:TCT466: zh: English ""Table"" and ""Entity Name"" on ""Generate Entity"" panel",CLOSED FIXED,None,Dali JPA Tools,General,unspecified,P3 major,1.0 RC2,Neil Hauge,,466,PMC_approved,,,,2007-05-30 17:14 EDT by CDE Administration,2007-06-11 20:11 EDT,3 users
190052,[codec 1.2.0] about.html has incorrect date,RESOLVED FIXED,None,Orbit,bundles,unspecified,P3 blocker,---,Orbit Bundles,,,,,,189545,2007-05-30 17:14 EDT by Scott Lewis,2007-06-01 21:30 EDT,1 user
190053,TVT33:TCT474: truncated strings,CLOSED DUPLICATE of bug 190067,None,WTP Webservices,jst.ws,2.0,P3 major,2.0 RC2,Lahiru Sandakith,Chris Brealey,474,,,,,2007-05-30 17:14 EDT by CDE Administration,2007-06-08 14:05 EDT,3 users
190054,TVT33:TCT480: da: Truncations in Axis2 runtime tab,CLOSED DUPLICATE of bug 190053,None,WTP Common Tools,wst.common,2.0,P3 minor,---,wst.common,Konstantin Komissarchik,480,,,,,2007-05-30 17:15 EDT by CDE Administration,2007-06-01 10:09 EDT,3 users
190055,[logging 1.0.4] about.html has incorrect date,RESOLVED FIXED,None,Orbit,bundles,unspecified,P3 normal,---,Orbit Bundles,,,,,,,2007-05-30 17:15 EDT by Scott Lewis,2007-06-12 21:07 EDT,1 user
190056,[WorkbenchParts] Memory is leaked when opening a saveable part in new window,VERIFIED FIXED,None,Platform,UI,3.3,P2 major,3.3 RC3,Boris Bokowski,,,,,,,2007-05-30 17:17 EDT by Matthew Hatem,2007-06-01 15:00 EDT,2 users
190057,Changing configuration tool chain changes wrong configuration,RESOLVED FIXED,None,CDT,cdt-core,4.0,P3 normal,4.0 RC3,Oleg Krasilnikov,,,,,,,2007-05-30 17:22 EDT by Leo Treggiari,2007-05-31 08:18 EDT,1 user
190058,icon for aggregation type data items.,RESOLVED FIXED,None,BIRT,Report Designer,2.2.0,P3 enhancement,2.2.1,Dazheng Gao,,,,,,,2007-05-30 17:29 EDT by Aashima Goel,2007-08-01 02:45 EDT,2 users
190059,Example - Add Visibility Rule in beforeFactory,RESOLVED FIXED,None,BIRT,Report Designer,2.2.0,P3 normal,2.2.1,Zhongbo Li,,,,,,,2007-05-30 17:29 EDT by Jason Weathersby,2007-08-29 08:27 EDT,3 users
190060,Tool for checking @since tags in new API,RESOLVED WORKSFORME,None,PDE,API Tools,3.3,P3 normal,---,PDE API Tools Inbox,,,,,,,2007-05-30 17:34 EDT by Boris Bokowski,2008-04-15 12:28 EDT,7 users
190061,[Metadata] Update @since tags for new API,RESOLVED FIXED,None,Platform,UI,3.3,P3 normal,3.3 RC4,Boris Bokowski,,,,,,,2007-05-30 17:37 EDT by Boris Bokowski,2007-06-04 16:00 EDT,2 users
190062,Validation performed on both xml and java representation of mapped class if both are in persistence.xml,VERIFIED FIXED,None,Dali JPA Tools,General,1.0,P3 major,2.0 M7,Karen Butzke,,,,,,,2007-05-30 17:40 EDT by Paul Fullbright,2008-05-02 15:13 EDT,3 users
190063,Can't validate settings on trac repository,RESOLVED WORKSFORME,None,Mylyn,Trac,unspecified,P3 normal,---,Steffen Pingel,,,,,,,2007-05-30 17:42 EDT by Brian Sadler,2007-06-01 12:17 EDT,1 user
190064,[JarProcessor] ZipProcessor must use JarProcessorExecutor to create steps,RESOLVED WONTFIX,None,Platform,Update,3.3,P3 normal,---,Platform-Update-Inbox,,,obsolete,,,190041,2007-05-30 17:52 EDT by Andrew Niefer,2012-07-24 10:21 EDT,0 users
190065,Trouble getting RotatedLabel reportitem example working in runtime distribution.,RESOLVED FIXED,None,BIRT,Documentation,2.1.2,P3 normal,3.7.1,Jane Tatchell,Liwen Chen,,,,,,2007-05-30 17:54 EDT by Lester Mundt,2011-08-17 04:37 EDT,3 users
190066,[inline] Inlining autobox initialized local gives illegal result.,RESOLVED FIXED,None,JDT,UI,3.2.2,P3 normal,3.5,Markus Keller,,,,,,,2007-05-30 18:11 EDT by Brian Miller,2009-05-06 06:58 EDT,0 users
190067,TVT33:TCT459: String truncations on Axis2 Preferences page,CLOSED FIXED,None,WTP Webservices,jst.ws,2.0,P2 major,2.0 RC2,Lahiru Sandakith,Chris Brealey,,PMC_approved,,,,2007-05-30 18:14 EDT by Bryan Green,2008-06-11 16:44 EDT,4 users
190068,Support for chevron on CoolItem,RESOLVED DUPLICATE of bug 190071,None,RAP,RWT,1.0,P3 enhancement,---,Project Inbox,,,,,,,2007-05-30 18:15 EDT by Benjamin Muskalla,2007-05-30 18:20 EDT,0 users
190069,Create new dynamic RSS feed,CLOSED FIXED,None,WTP Website,website,unspecified,P3 normal,---,Bob Fraser,David Williams,,,,,,2007-05-30 18:15 EDT by Bob Fraser,2007-07-23 13:24 EDT,1 user
190070,Support for chevron on CoolItem,RESOLVED DUPLICATE of bug 190071,None,RAP,RWT,1.0,P3 enhancement,---,Project Inbox,,,,,,,2007-05-30 18:16 EDT by Benjamin Muskalla,2007-05-30 18:20 EDT,0 users
