id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
370000,Sort by name in open resource dialog,RESOLVED FIXED,None,Orion,Client,0.4,P3 normal,0.4 M2,John Arthorne,,,,,,,2012-01-27 14:39 EST by John Arthorne,2012-01-27 14:47 EST,0 users
370001,Review group not refreshed causing a null pointer,RESOLVED FIXED,None,Mylyn Reviews R4E,UI,unspecified,P3 normal,---,Sebastien Dubois,,,,,,,2012-01-27 14:44 EST by Jacques Bouthillier,2012-04-04 15:12 EDT,2 users
370002,two bundles have pack.gz problems in latest R build,RESOLVED DUPLICATE of bug 364785,None,Orbit,releng,unspecified,P3 normal,---,Project Inbox,Project Inbox,,,,,,2012-01-27 14:49 EST by David Williams,2012-01-31 18:44 EST,1 user
370003,"Branding information of Draw2d, GEF, and Zest features is inconsistent",RESOLVED FIXED,None,GEF,Misc,3.7,P3 normal,4.0.0 / 3.11.0 (Neon) M2,Alexander Nyen,,,,,370021,,2012-01-27 14:52 EST by Alexander Nyen,2015-09-06 13:18 EDT,2 users
370004,some shells show wrong behavior on 64-bit AIX,CLOSED WONTFIX,None,Platform,SWT,4.2,P3 normal,---,Platform-SWT-Inbox,,,,,,,2012-01-27 14:56 EST by Grant Gayed,2017-12-06 01:51 EST,3 users
370005,need to automate signature and pack verifications,NEW,None,Orbit,releng,unspecified,P3 normal,---,Project Inbox,Project Inbox,,,,,,2012-01-27 15:09 EST by David Williams,2016-08-11 15:22 EDT,0 users
370006,[sites] Add new dojo rules to self hosting setup,RESOLVED FIXED,None,Orion,Client,0.4,P3 normal,0.4 M2,Mark Macdonald,,,,,370028,,2012-01-27 15:46 EST by Mark Macdonald,2012-01-27 20:11 EST,1 user
370007,potential NPEs in table-tree provider and remote resource dialog,RESOLVED FIXED,None,Target Management,RSE,3.2,P3 normal,3.4 M5,David McKnight,Martin Oberhuber,,,,,370008,2012-01-27 15:48 EST by David McKnight,2012-02-06 09:40 EST,0 users
370008,Backport to 3.2.x potential NPEs in table-tree provider and remote resource dialog,RESOLVED FIXED,None,Target Management,RSE,3.2,P3 normal,3.2.2+,David McKnight,Martin Oberhuber,,,,370007,,2012-01-27 15:54 EST by David McKnight,2012-01-30 10:08 EST,1 user
370009,ReadConnectionPool's new connection's call count is always greater than zero,CLOSED FIXED,None,EclipseLink,Foundation,2.3.2,P4 normal,2.3.3,Project Inbox,,,submitted_patch,,,,2012-01-27 15:56 EST by Michael Nielson,2012-04-02 16:59 EDT,2 users
370010,Install gerrit-trigger plugin on main hudson and migrate egit/jgit verifier jobs from sandbox hudson,RESOLVED WONTFIX,None,Community,CI-Jenkins,unspecified,P3 normal,---,Eclipse Webmaster,,,,,375350,393422,2012-01-27 16:04 EST by Matthias Sohn,2013-10-18 16:33 EDT,9 users
370011,[Xtend] Cannot call static method on class with same (simple) name as surrounding class,CLOSED WORKSFORME,None,TMF,Xtext,2.2.1,P3 normal,---,Project Inbox,,,,,,,2012-01-27 16:06 EST by Sven-Torben Janus,2017-09-19 17:58 EDT,2 users
370012,JGit source bundles are broken,RESOLVED FIXED,None,JGit,JGit,1.3,P3 normal,---,Project Inbox,,,,,,,2012-01-27 16:10 EST by R¨¹diger Herrmann,2014-04-25 18:31 EDT,2 users
370013,Contributor Guide is outdated,CLOSED FIXED,None,EGit,Core,unspecified,P3 normal,---,Project Inbox,,,,,,,2012-01-27 16:25 EST by R¨¹diger Herrmann,2012-05-01 15:43 EDT,2 users
370014,command service function has outgrown its representation,RESOLVED FIXED,None,Orion,Client,0.4,P3 normal,0.5 M1,Susan McCourt,,,,,,371698,2012-01-27 16:27 EST by Susan McCourt,2012-03-02 16:33 EST,2 users
370015,[sites] Add unit tests,RESOLVED WONTFIX,None,Orion,Server,0.4,P3 normal,---,Mark Macdonald,,,,test,,,2012-01-27 16:31 EST by Mark Macdonald,2015-05-05 14:40 EDT,0 users
370016,Add QNX target,CLOSED FIXED,None,RTSC,Targets,unspecified,P3 enhancement,---,Chris Ring,,,target:3.23.01,,,,2012-01-27 16:32 EST by Chris Ring,2013-01-24 15:11 EST,1 user
370017,Add support for the Time type,RESOLVED FIXED,None,z_Archived,EDT,unspecified,P3 enhancement,---,Project Inbox,,,,,,370018 370019,2012-01-27 16:41 EST by Brian Svihovec,2017-02-23 14:21 EST,5 users
370018,Add support for the Time type,RESOLVED FIXED,None,z_Archived,EDT,unspecified,P3 enhancement,---,Project Inbox,,,,,370017 370019,,2012-01-27 16:42 EST by Brian Svihovec,2017-02-23 14:16 EST,2 users
370019,Add support for the Time type,RESOLVED FIXED,None,z_Archived,EDT,unspecified,P3 enhancement,---,Project Inbox,,,,,370017,370018,2012-01-27 16:47 EST by Brian Svihovec,2017-02-23 14:17 EST,3 users
370020,Bundle-NativeCode doesn't recognize Windows 7 Ultimate installations,NEW,None,Equinox,Framework,unspecified,P3 normal,---,equinox.framework-inbox,,,stalebug,,,,2012-01-27 16:47 EST by Russ Loucks,2019-11-06 09:29 EST,1 user
370021,Tools project should standardize feature/plug-in provider name and provide an icon.,CLOSED WONTFIX,None,Tools,Releng,unspecified,P3 normal,---,Alexander Nyen,,,,,,370003,2012-01-27 16:58 EST by Alexander Nyen,2019-05-17 05:19 EDT,5 users
370022,Skip All Breakpoints tool should not have mnemonic in tooltip,RESOLVED FIXED,None,Platform,Debug,4.2,P3 normal,3.8 M6,Pawel Piech,,,,,,,2012-01-27 17:46 EST by Carolyn MacLeod,2012-02-23 16:45 EST,1 user
370023,Replace all calls to Spring framework *Utils with Virgo equivalents,RESOLVED FIXED,None,Virgo,tooling,unspecified,P3 enhancement,---,Miles Parker,,,,,,341910,2012-01-27 18:16 EST by Miles Parker,2012-01-27 19:45 EST,3 users
370024,Highlight iplog XML file errors on Download page,RESOLVED FIXED,None,Orbit,releng,unspecified,P2 enhancement,Helios RC2,David Williams,Project Inbox,,,,,,2012-01-27 18:16 EST by David Williams,2012-09-16 21:40 EDT,0 users
370025,[sites] Proxied HTTP error codes cause too much log noise,RESOLVED FIXED,None,Orion,Server,0.4,P3 normal,0.4,Mark Macdonald,,,,,,,2012-01-27 18:23 EST by Mark Macdonald,2012-01-29 17:10 EST,0 users
