id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
150000,Quest for 150000,RESOLVED INVALID,None,Platform,Team,3.2,P3 normal,---,Platform Team Inbox,,,,,,,2006-07-07 11:31 EDT by Michael Valenta,2006-07-07 11:32 EDT,0 users
150001,"Untranslated ""Refactor"" item on context menu",CLOSED FIXED,None,WTP Webservices,wst.wsdl,1.5,P3 normal,1.5.1 M151,Gabriel Indik,Craig Salter,,,,,,2006-07-07 11:35 EDT by Gabriel Indik,2006-11-28 15:38 EST,2 users
150002,database explorer does not work with postgres sql,RESOLVED WONTFIX,None,z_Archived,WTP Datatools,unspecified,P3 normal,---,Quy V. On,Larry Dunnell,,,,,,2006-07-07 11:35 EDT by robet engels,2013-02-20 16:05 EST,0 users
150003,expansion state not maintained when suspending target with thread groups,VERIFIED FIXED,None,Platform,Debug,3.2,P3 normal,3.3 M5,Platform-Debug-Inbox,,,,,,,2006-07-07 11:41 EDT by Darin Wright,2007-02-05 13:05 EST,0 users
150004,Code completion home and end keys doesn't work anymore,RESOLVED DUPLICATE of bug 140550,None,JDT,Text,3.2,P3 normal,---,JDT-Text-Inbox,,,,,,,2006-07-07 11:45 EDT by Marco Maccaferri,2006-07-11 09:33 EDT,0 users
150005,[Widgets] CoolBar and CoolItem's 'computeSize' seem broken...,NEW,None,Platform,SWT,3.2,P3 normal,---,Platform-SWT-Inbox,Felipe Heidrich,,,triaged,,,2006-07-07 11:50 EDT by Eric Moffatt,2017-08-03 12:28 EDT,0 users
150006,[IAC] Exception when launching a SWT process via the IAC on Linux.,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P1 critical,---,Navid Mehregani,,,,,,,2006-07-07 11:51 EDT by Paul Slauenwhite,2016-05-05 10:43 EDT,7 users
150007,Editor and view titlebars disappear,RESOLVED DUPLICATE of bug 146291,None,Platform,UI,3.2,P3 major,---,Platform-UI-Inbox,,,,,,,2006-07-07 11:55 EDT by Karl Trygve Kalleberg,2006-07-07 21:57 EDT,0 users
150008,[Perspectives] [Workbench] 'Navigate > Show In' enablement should be user-configurable (per perspective),REOPENED,None,Platform,UI,3.2,P3 enhancement with 1 vote,---,Platform UI Triaged,,,,,,175857,2006-07-07 11:58 EDT by Markus Keller,2013-06-05 10:43 EDT,3 users
150009,[build path] allow selecting a working set for new Java project,VERIFIED FIXED,None,JDT,UI,3.3,P3 normal,3.3 M7,Benno Baumgartner,,,,,,,2006-07-07 11:59 EDT by Victor Toni,2008-11-07 10:46 EST,5 users
150010,"The ""Apply"" and ""Restore Defaults"" buttons are not accessible by the hotkey.",RESOLVED FIXED,None,Platform,Update,3.2,P3 normal,3.2.1,Platform-Update-Inbox,,,,,,,2006-07-07 12:03 EDT by B. Chen,2006-08-08 22:28 EDT,0 users
150011,Getting Started guide for Agent Controller on Windows needs corrections,CLOSED FIXED,None,z_Archived,TPTP,unspecified,P1 normal,---,Dale Ollila,,,closed460,,,,2006-07-07 12:21 EDT by Karla Callaghan,2016-05-05 10:48 EDT,0 users
