id,title,status,alias,product,component,version,importance,target_milestone,assignee,qa_contact,url,whiteboard,keywords,depends_on,blocks,reported,modified,cclist
30000,Error when you clean out all entries from bootstrap classes,VERIFIED FIXED,None,JDT,Debug,2.1,P2 enhancement,3.0,JDT-Debug-Inbox,,,,,,,2003-01-22 12:36 EST by Jon Christiansen,2003-12-10 10:40 EST,0 users
30001,FS Import doesn't keep permissions,RESOLVED DUPLICATE of bug 25387,None,Platform,Resources,2.0.2,P3 normal,---,Platform-Resources-Inbox,,,,,,,2003-01-22 12:49 EST by Chris McKillop,2003-01-23 09:16 EST,0 users
30002,[View Mgmt] Support for Show In...,RESOLVED FIXED,None,Platform,UI,2.1,P3 normal,2.1 RC2,Nick Edgar,,,,,,,2003-01-22 13:07 EST by Nick Edgar,2003-03-06 21:58 EST,28 users
30003,Running tests in remote mode results in failed autentication,RESOLVED FIXED,None,z_Archived,Stellation,unspecified,P3 normal,---,Mark C. Chu-Carroll,,,,,,,2003-01-22 13:32 EST by Jeffrey Howard,2005-08-31 16:38 EDT,0 users
30004,[Linked Resources] Mini new folder dialog doesn't have room for warning message,RESOLVED FIXED,None,Platform,UI,2.1,P3 normal,2.1 M5,Knut Radloff,,,,,,,2003-01-22 14:15 EST by John Arthorne,2003-01-27 14:49 EST,1 user
30005,Can't create linked source folder in new java project wizard [build path],RESOLVED FIXED,None,JDT,UI,2.1,P3 normal,2.1 M5,Martin Aeschlimann,,,,,,,2003-01-22 14:35 EST by John Arthorne,2003-01-23 04:25 EST,1 user
30006,Java Perspective: Eclipse freezes when changing focus.,RESOLVED WORKSFORME,None,JDT,UI,2.1,P2 major,2.1 RC1,JDT-UI-Inbox,,,,,,,2003-01-22 14:37 EST by Daniel K¨¹stner,2003-02-09 13:55 EST,0 users
30007,Can't hit next in new java project wizard [build path] [code manipulation],RESOLVED FIXED,None,JDT,UI,2.1,P3 normal,2.1 M5,Martin Aeschlimann,,,,,,,2003-01-22 14:57 EST by John Arthorne,2003-01-23 08:14 EST,0 users
30008,Java model out of date after deleting parent of source folder [package explorer],RESOLVED DUPLICATE of bug 24045,None,JDT,UI,2.1,P2 major,---,Erich Gamma,,,,,,,2003-01-22 15:07 EST by John Arthorne,2003-02-06 18:18 EST,0 users
30009,[Wizards] New project wizard should help creating locations relative to path variables,RESOLVED WONTFIX,None,Platform,Resources,2.1,P3 enhancement,---,John Arthorne,,,,,,,2003-01-22 15:14 EST by John Arthorne,2005-01-06 11:44 EST,2 users
30010,Control.setEnabled() not implemented properly on MacOS X,RESOLVED WORKSFORME,None,Platform,SWT,2.1,P3 normal with 1 vote,---,Silenio Quarti,,,,,,,2003-01-22 15:15 EST by Steve Northover,2008-05-30 09:46 EDT,1 user
30011,NPE in PDE JUnit [JUnit],RESOLVED WORKSFORME,None,JDT,UI,2.1,P2 normal,---,Erich Gamma,,,,,,,2003-01-22 15:26 EST by Michael Valenta,2004-01-03 17:52 EST,1 user
30012,"[resources] Team-private members visible in Navigator, Package Explorer",RESOLVED DUPLICATE of bug 23227,None,Platform,Resources,2.1,P3 normal,---,Platform-Resources-Inbox,,,,,,,2003-01-22 15:34 EST by Jim Wright,2003-01-28 14:45 EST,1 user
30013,Project compiler setting workspace | project do not persist,VERIFIED FIXED,None,JDT,Core,2.1,P3 normal,2.1 M5,David Audel,,,,,,,2003-01-22 15:39 EST by Robert Gagliardo,2003-02-11 07:45 EST,0 users
30014,NPE when sending files,RESOLVED DUPLICATE of bug 30016,None,Platform,Team,2.1,P3 critical,---,Platform-VCM-Inbox,,,,,,,2003-01-22 15:48 EST by Michael Valenta,2003-01-22 16:30 EST,0 users
30015,Can't restore a project whose location is relative to path variable,RESOLVED FIXED,None,Platform,Resources,2.1,P3 critical,2.1 M5,John Arthorne,,,,,,,2003-01-22 15:50 EST by John Arthorne,2003-01-22 16:45 EST,1 user
30016,NPE when sending files,RESOLVED FIXED,None,Platform,Team,2.1,P3 critical,2.1 M5,Platform-VCM-Inbox,,,,,,,2003-01-22 15:58 EST by Michael Valenta,2003-01-23 09:33 EST,0 users
30017,Should remove default font definitions,CLOSED FIXED,None,Platform,UI,2.1,P3 normal,---,Tod Creasey,,,,,,,2003-01-22 15:59 EST by Tod Creasey,2005-05-10 14:56 EDT,1 user
30018,[Dialogs] ResourceListSelectionDialog folder list updating,VERIFIED FIXED,None,Platform,UI,2.1,P3 normal,3.3 M2,Szymon Brandys,,,,,94382,,2003-01-22 16:13 EST by Lynne Kues,2006-09-22 11:11 EDT,2 users
30019,Can't debug on Motif,VERIFIED FIXED,None,Platform,Debug,2.1,P2 critical,2.1 M5,Luc Bourlier,,,,,,,2003-01-22 16:40 EST by Veronika Irvine,2003-01-28 17:57 EST,1 user
30020,hangs on attempt to edit an xml file (subsequently hangs at splash screen),RESOLVED WORKSFORME,None,JDT,UI,2.1,P3 normal,---,JDT-UI-Inbox,,,,,,,2003-01-22 16:41 EST by William R. Burdick Jr.,2003-01-29 12:42 EST,0 users
30021,Font and Color dialogs hang on JVM 1.4.1,RESOLVED FIXED,None,Platform,SWT,2.1,P3 major,3.0 M2,Andre Weinand,,,,readme,,38638,2003-01-22 16:46 EST by Ert Dredge,2003-07-17 09:49 EDT,7 users
30022,SWT needs a component model layer,NEW,None,Platform,SWT,2.0.2,P3 enhancement,---,Steve Northover,,,stalebug,,,,2003-01-22 16:57 EST by David J. Orme,2019-09-04 01:55 EDT,6 users
30023,NPE when performing Surround with try-catch on multiple lines,RESOLVED DUPLICATE of bug 29151,None,JDT,UI,2.1,P3 normal,---,JDT-UI-Inbox,,,,,,,2003-01-22 16:58 EST by Michael Valenta,2003-01-23 03:52 EST,0 users
30024,"[Linked Resources] Variable dialog should have option to ""extend""",RESOLVED FIXED,None,Platform,UI,2.1,P2 normal,2.1 RC1,Knut Radloff,,,,,,,2003-01-22 17:02 EST by John Arthorne,2003-02-10 15:00 EST,2 users
30025,Importing 2.0 plug-ins from 2.1 code fails,RESOLVED FIXED,None,PDE,UI,2.1,P2 critical,2.1 M5,Wassim Melhem,,,,,,,2003-01-22 17:04 EST by Dejan Glozic,2003-01-22 22:00 EST,1 user
30026,NullPointerException when compiling,RESOLVED FIXED,None,AspectJ,Compiler,unspecified,P3 minor,---,Jim Hugunin,,,,,,,2003-01-22 17:06 EST by Robert Wenner,2003-03-06 14:30 EST,0 users
30027,Exception in Table cursor when the table is empty.,RESOLVED DUPLICATE of bug 24798,None,Platform,SWT,2.1,P3 normal with 1 vote,---,Duong Nguyen,,,,,,,2003-01-22 17:25 EST by Ilia Masliev,2007-06-12 14:22 EDT,2 users
30028,Java snippet navigate actions do not work with keybindings,VERIFIED FIXED,None,JDT,Debug,2.1,P3 normal,2.1 RC1,Darin Wright,,,,,,,2003-01-22 17:46 EST by Darin Swanson,2003-02-20 14:58 EST,0 users
30029,"Notification of failure for ""global"" actions",VERIFIED FIXED,None,JDT,Debug,2.1,P4 enhancement,2.1 M5,Luc Bourlier,,,,,,,2003-01-22 17:50 EST by Darin Swanson,2003-01-24 11:10 EST,0 users
30030,DebugView menu can shrink when no active debug sessions,CLOSED WONTFIX,None,Platform,Debug,2.1,P4 enhancement,---,Platform-Debug-Inbox,,,,,,,2003-01-22 18:02 EST by Joe Szurszewski,2009-08-30 02:24 EDT,0 users
30031,[MPE] Unable to restore editor,RESOLVED DUPLICATE of bug 21988,None,Platform,UI,2.1,P3 normal,---,Nick Edgar,,,,,,,2003-01-22 18:07 EST by Lynne Kues,2003-02-13 10:44 EST,0 users
30032,Compiling against an installed version of eclipse does not support links,RESOLVED FIXED,None,PDE,Build,2.1,P3 enhancement,3.0 M9,pde-build-inbox,,,,,,,2003-01-22 18:28 EST by Pascal Rapicault,2004-04-13 14:13 EDT,2 users
30033,Text selection is not drawn propely (it is a mess) on my laptop.,RESOLVED WORKSFORME,None,Platform,SWT,2.1,P3 normal,---,Christophe Cornu,,,,,,,2003-01-22 18:47 EST by Gary Gregory,2004-09-02 13:37 EDT,0 users
30034,[Tasks] Tasks view should support expandable message (like PDE Error Log),RESOLVED WONTFIX,None,Platform,UI,2.1,P3 enhancement,---,Platform-UI-Inbox,,,,,,,2003-01-22 19:06 EST by Craig Salter,2006-06-22 08:35 EDT,2 users
30035,NPE running build file in external project,VERIFIED FIXED,None,Platform,Ant,2.1,P2 normal,2.1 M5,Darin Wright,,,,,,,2003-01-22 19:31 EST by Darin Swanson,2003-01-23 10:04 EST,0 users
30036,Cannot CTRL-C Copy selection in the Class File Editor,RESOLVED DUPLICATE of bug 21904,None,JDT,Text,2.1,P3 normal,---,JDT-Text-Inbox,,,,,,,2003-01-22 19:38 EST by Gary Gregory,2003-11-19 18:36 EST,0 users
30037,Use platform support for breakpoint persistence,VERIFIED FIXED,None,Platform,Debug,2.1,P2 enhancement,2.1 M5,Darin Swanson,,,,,,,2003-01-22 20:27 EST by Darin Wright,2003-01-26 09:52 EST,1 user
30038,[typing] Character deletion has unexpected results after auto-wrap in javadoc,RESOLVED WONTFIX,None,JDT,Text,2.1,P3 normal,---,JDT-Text-Inbox,,,,,,,2003-01-22 22:37 EST by Nick Edgar,2004-09-17 01:55 EDT,0 users
30039,[Accessability] view toolbars,CLOSED WORKSFORME,None,Platform,UI,2.1,P3 normal,---,Tod Creasey,,,,,,,2003-01-22 23:41 EST by Sebastian Davids,2003-04-10 10:36 EDT,0 users
