230,hg4idea: close branch
2014-12-08T00:34:16Z,discuss,close branch feature for hg4idea
2014-12-08T09:18:38Z,discuss,"Have you submitted a contributor license agreement? If not, please download the PDF from http://www.jetbrains.org/display/IJOS/Contributor+Agreement and then print it out, sign (mention you github account name there), scan and email to contribute@jetbrains.com"
2014-12-08T11:21:10Z,discuss,Done
2014-12-08T11:23:46Z,discuss,"Agreement received, thank you."
2014-12-14T16:42:06Z,discuss,"I can't figure out how to commit through CommitChangeListDialog without actual changes, so without changes I show my window for commit message and then perform commit. If there are changes, I invoke CommonCheckinProjectAction."
2014-12-14T16:56:18Z,discuss,Messed up pull request with rebase. I'll create new one
2014-12-08T00:29:05Z,commit,hg4idea: close branch,github.com/JetBrains/intellij-community/pull/230/commits/bf00a5edf5617bdab24f166b8325de49569e83f2
2014-12-09T00:16:03Z,commit,hg4idea: close branch cosmetic fixes,github.com/JetBrains/intellij-community/pull/230/commits/a716e6b12747f6e279d5b7b866f0e94ded288a06
2014-12-12T12:58:34Z,commit,fixed EDU icons,github.com/JetBrains/intellij-community/pull/230/commits/13908ef5f6c4777f8b19bc5386de2657def34892
2014-12-12T14:52:34Z,commit,fixed EDU-271 Pycharm Educational doen't resolve stacktraces in Run w¡­,github.com/JetBrains/intellij-community/pull/230/commits/6cad5c2510dfbe8057c7ca77d5ea9cf9e2f7fd5d
2014-12-12T14:52:54Z,commit,Merge remote-tracking branch 'origin/master',github.com/JetBrains/intellij-community/pull/230/commits/6349cdb1f9519eb4ce3ce78911e82b774cc1f346
2014-12-12T14:43:49Z,commit,[vcs-log] minor: discover setEnabledAndVisible method existence,github.com/JetBrains/intellij-community/pull/230/commits/8c483e22085d5d76a2dacbb00b05e582710b440b
2014-12-12T14:58:28Z,commit,[vcs-log] minor: add NotNull annotations,github.com/JetBrains/intellij-community/pull/230/commits/f0a8084b29e521acf6c1cd34e4a111dca5ea950f
2014-12-12T15:10:54Z,commit,[vcs-log] minor: initialize NotNull field,github.com/JetBrains/intellij-community/pull/230/commits/e6becea54d4d80f28ff4b4e5516efc69603bddce
2014-12-12T15:15:28Z,commit,IDEA-134250 (Intention 'Replace with try with resources' leads to cod¡­,github.com/JetBrains/intellij-community/pull/230/commits/3cc93d164e4ea7b19cd305cc916c003879d1c029
2014-12-12T15:21:59Z,commit,[vcs-log] minor: reformat code,github.com/JetBrains/intellij-community/pull/230/commits/eeaf6c8b0639acffd6fad9ce39e7cd746eabed20
2014-12-12T15:27:09Z,commit,"no more dotted borders, use fillRect for SideBorder",github.com/JetBrains/intellij-community/pull/230/commits/b5b34525ff3a858ab05d4750b362e7df66be06e8
2014-12-12T15:30:17Z,commit,more space for gutter icons,github.com/JetBrains/intellij-community/pull/230/commits/aa428ce711b5ae14d7a0732c3591a06a7826783a
2014-12-12T15:31:43Z,commit,correct isSyntehtic impl,github.com/JetBrains/intellij-community/pull/230/commits/f88f567c2d651d54a36559093e58d0959a03cd93
2014-12-11T15:57:17Z,commit,Cleanup in PyChainedComparisonsInspection and ChainedComparisonsQuickFix,github.com/JetBrains/intellij-community/pull/230/commits/564cfbb7e71ca381423ef4202162ff2d8dfc33ef
2014-12-11T16:44:18Z,commit,PY-14002 Do not alter binary expressions with not comparison operator,github.com/JetBrains/intellij-community/pull/230/commits/a4cbeec1300538168b879e81d7cd7801f9b7cb2e
2014-12-12T12:54:13Z,commit,IDEA-134191 Add missing pagination in requests to Gitlab REST API,github.com/JetBrains/intellij-community/pull/230/commits/546851f1240aede454b17b073107e064e43e0871
2014-12-12T15:07:01Z,commit,Cleanup in PyConvertTripleQuotedStringIntention,github.com/JetBrains/intellij-community/pull/230/commits/6111cac5b707ab8795b475dd1013d8eb73ee337c
2014-12-12T15:49:20Z,commit,update todo color,github.com/JetBrains/intellij-community/pull/230/commits/1da7d5beb0ef77cee4824dfb73dff8159746627b
2014-12-12T15:53:21Z,commit,IDEA-134246 Step over in synthetic method does step out,github.com/JetBrains/intellij-community/pull/230/commits/8fbae8b3ca3df467228a0b9f26d84c05c17b861e
2014-12-12T15:47:58Z,commit,[vcs-log] minor: remove unnecessary dependency,github.com/JetBrains/intellij-community/pull/230/commits/b46b713b2c42eac367049c18ce235804ad74a11a
2014-12-12T15:48:27Z,commit,[vcs-log] minor: unnecessary <p> tag,github.com/JetBrains/intellij-community/pull/230/commits/fc997b3aaad60a30289bf4c133049aa046193dc7
2014-12-12T15:57:09Z,commit,[vcs-log] code issues: inline some obscure methods,github.com/JetBrains/intellij-community/pull/230/commits/3a26f787e3b47f97c179d86fbcfee76c2688df96
2014-12-12T16:17:06Z,commit,[vcs-log] minor: not null annotation,github.com/JetBrains/intellij-community/pull/230/commits/2cb8e87e1c96f857ba8ec5bf7362defa7a2891d0
2014-12-12T16:19:00Z,commit,[vcs-log] minor: do not call method twice,github.com/JetBrains/intellij-community/pull/230/commits/f88fd89ca9a5c919a34ab96f1f2f02c58fff5493
2014-12-12T16:20:03Z,commit,SOE fix,github.com/JetBrains/intellij-community/pull/230/commits/e29c067652793075775755ca77f3a29c63eb8200
2014-12-12T16:21:32Z,commit,fixed soft wraps calculation: removed impact of unbreakable lines on ¡­,github.com/JetBrains/intellij-community/pull/230/commits/f618b42f605c69f0983a109f6a690159a8a211d6
2014-12-12T14:24:59Z,commit,junit should be higher than mocks,github.com/JetBrains/intellij-community/pull/230/commits/b73ca760ce253504910b8d02bff0d134a003d734
2014-12-12T15:25:05Z,commit,remove deprecated storage on write,github.com/JetBrains/intellij-community/pull/230/commits/97e28466cbc380400d10652541316867745aef58
2014-12-12T15:27:50Z,commit,fix NPE,github.com/JetBrains/intellij-community/pull/230/commits/a9b796ba4111a5bdde557643900f8b96f6c8850f
2014-12-12T16:22:17Z,commit,IDEA-132877 Cannot edit 'Default Project Structure' if some project i¡­,github.com/JetBrains/intellij-community/pull/230/commits/29503b73f0c06b98c6a7030803b3c91602f0e7cf
